ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action
AAPG,2024-08-01,Loser,,,Clinical Data,,HQP1351,NCT04126681,"Chronic Myeloid Leukemia, Chronic Phase",,,,,"A Phase 2, Randomized, Open Label, Pivotal Study to Evaluate the Efficacy and Safety of HQP1351 in CML CP Patients Who Are Resistant and/or Intolerant to First- and Second-Generation Tyrosine Kinase Inhibitors",Phase 2,144.0,"Chronic Myeloid Leukemia, Chronic Phase",COMPLETED,Ascentage Pharma Group Inc.,RANDOMIZED,2024-08-01,2254.6,24.1,1661.5,,0.1,49.33333,strong_buy,,,,,,,2024-08-01,,,,,False,,,,,,,,,,,
MRK,2025-10-17,Gainer,1.04,,Clinical Data,,Pembrolizumab,NCT04700072,Melanoma,,,,,A Phase 1/2 Open-Label Rolling-Arm Umbrella Platform Design of Investigational Agents With or Without Pembrolizumab or Pembrolizumab Alone in Participants With Melanoma (KEYMAKER-U02): Substudy 02D,Phase 1/2,56.0,Melanoma,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2025-10-17,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.79,0.37,1.51,VeryLow,Noise,Low,2025-10-17,2.86,83.21,84.07,Low,True,False,2025-10-09,https://www.merck.com/news/merck-advances-oncology-innovation-highlighting-progress-in-new-tumor-types-and-earlier-stages-of-disease-at-esmo-2025/,,"Merck Advances Oncology Innovation, Highlighting Progress in New Tumor Types and Earlier Stages of Disease at ESMO 2025 - Merck.com","Positive survival data from KEYNOTE-905 and KEYNOTE-B96 to be featured in Presidential Symposium, underscoring the impact of KEYTRUDA® (pembrolizumab) in certain bladder and ovarian cancers Data from multiple investigational medicines from Merck’s innovative pipeline to be presented, including new results from REJOICE-Ovarian01 evaluating raludotatug deruxtecan (R-DXd) for certain patients with platinum-resistant ovarian cancer Long-term data for KEYTRUDA in both earlier and metastatic non-small cell lung cancer support its foundational role in the treatment of this type of cancer Merck (NYSE:",True,high,"Merck announced pembrolizumab (KEYTRUDA) clinical data on 2025-10-09 at ESMO Congress 2025, not 2025-10-17; no specific NCT04700072 Phase 1/2 umbrella trial data identified in available sources.",,FIX_DATE
MRK,2021-01-19,Loser,-0.23,,Clinical Data,,Pembrolizumab,NCT02702414,Hepatocellular Carcinoma,,,,,A Phase 2 Study of Pembrolizumab (MK-3475) as Monotherapy in Subjects With Advanced Hepatocellular Carcinoma (KEYNOTE-224),Phase 2,156.0,Hepatocellular Carcinoma,COMPLETED,Merck Sharp & Dohme LLC,NON_RANDOMIZED,2021-01-19,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,2.08,0.11,1.08,VeryLow,Noise,Low,2021-01-19,-1.1,67.88,67.73,Low,True,True,2021-01-19,,,,,True,high,"KEYNOTE-224 cohort 2 data cutoff occurred on 2021-01-19, showing pembrolizumab monotherapy in treatment-naive advanced HCC patients achieved 16% ORR, 17-month median OS, and 57% disease control rate with manageable safety profile.",,OK
UPB,2025-07-07,Loser,-1.96,,Clinical Data,,Verekitug (UPB-101),NCT06164704,Chronic Rhinosinusitis With Nasal Polyps,,,,,"A Phase 2, Randomized, Double-blind, Placebo-controlled, Multi-center Study to Assess the Efficacy and Safety of Verekitug (UPB-101) in Participants With Chronic Rhinosinusitis With Nasal Polyps on a Background of Nasal Corticosteroids (VIBRANT)",Phase 2,81.0,Chronic Rhinosinusitis With Nasal Polyps,COMPLETED,Upstream Bio Inc.,RANDOMIZED,2025-07-07,415.0,7.68,372.4,11.77,94.8,47.85714,strong_buy,6.72,0.29,2.33,VeryLow,Noise,Low,2025-07-07,-2.68,11.2,10.98,Low,True,True,2025-07-08,https://www.globenewswire.com/news-release/2025/07/08/2900720/0/en/Upstream-Bio-Announces-First-Patient-Dosed-in-Phase-2-Clinical-Trial-of-Verekitug-in-Chronic-Obstructive-Pulmonary-Disease-COPD.html,"March 06, 2026 16:00 ET | Source: The Gross Law Firm","The Gross Law Firm Reminds Shareholders of a Lead Plaintiff Deadline of July 5, 2024 in AXT, Inc. Lawsuit – AXTI","NEW YORK, June 18, 2024 (GLOBE NEWSWIRE) -- The Gross Law Firm issues the following notice to shareholders of AXT, Inc. (NASDAQ: AXTI). Shareholders who purchased shares of AXTI during the class period listed are encouraged to contact the firm regarding possible lead plaintiff appointment. Appointment as lead plaintiff is not required to partake in any recovery. CONTACT US HERE: https://securitiesclasslaw.com/securities/axt-inc-loss-submission-form/?id=85769&from=3 CLASS PERIOD: March 24, 2021 to April 3, 2024 ALLEGATIONS: The complaint alleges that during the class period, Defendants issued m",False,high,"On 2025-07-08, Upstream Bio announced first patient dosed in a Phase 2 trial of verekitug (UPB-101) in COPD (VENTURE), not a data readout for NCT06164704.",,OK
BNTX,2023-08-16,Gainer,2.14,,Clinical Data,,BNT162b2,NCT05004181,SARS-CoV-2 Infection,,,,,A Phase II Trial to Evaluate the Safety and Immunogenicity of SARS-CoV-2 Monovalent and Multivalent RNA-based Vaccines in Healthy Subjects,Phase 2,1380.0,SARS-CoV-2 Infection; COVID-19; SARS-CoV-2 Acute Respiratory Disease; SARS (Disease),COMPLETED,BioNTech SE,NON_RANDOMIZED,2023-08-16,27660.1,110.23,14527.6,4.59,20.2,139.75931,buy,3.48,0.61,1.73,VeryLow,Noise,Low,2023-08-16,7.11,105.7,107.96,Low,True,False,,,,,,False,medium,No evidence was found of any BioNTech (BNTX) press release or other material clinical-data news related to NCT05004181/BNT162b2 around 2023-08-16; the trial record and associated publications do not indicate a discrete catalyst on that date.,,FLAG_FALSE_POSITIVE
IONS,2024-01-10,Loser,-1.27,,Clinical Data,,ION224,NCT04932512,"Steatohepatitis, Nonalcoholic",,,,,"An Adaptive Two-Part Phase 2, Multi-Center, Randomized, Double Blind, Placebo-Controlled Study to Assess the Safety, Efficacy, and Pharmacokinetics of Multiple Doses of ION224 Administered Once Monthly in Adult Subjects With Confirmed Non-Alcoholic Steatohepatitis",Phase 2,160.0,"Steatohepatitis, Nonalcoholic",COMPLETED,"Ionis Pharmaceuticals, Inc.",RANDOMIZED,2024-01-10,13144.2,81.15,2677.0,12.62,107.5,93.80727,buy,3.32,0.38,1.7,VeryLow,Noise,Low,2024-01-10,1.27,52.88,52.21,Low,True,False,2024-03-13,https://www.prnewswire.com/news-releases/ionis-announces-positive-results-from-phase-2-study-of-ion224-an-investigational-medicine-demonstrating-clinical-efficacy-in-the-treatment-of-nashmash-302087276.html,"March 13, 2024","Ionis announces positive results from Phase 2 study of ION224, an investigational medicine demonstrating clinical efficacy in the treatment of NASH/MASH","Significant improvement in steatohepatitis with > 2 point improvement in NAS score without worsening fibrosis, the primary endpoint of the study Achieved key secondary endpoint of MASH resolution without worsening of fibrosis More ION224 treated patients had an improvement of > 1 stage fibrosis compared to placebo ION224 was safe and well-tolerated in this study with once-monthly subcutaneous dosing CARLSBAD, Calif. , March 13, 2024 /PRNewswire/ -- Ionis Pharmaceuticals, Inc. (Nasdaq: IONS ) announced positive results from a Phase 2 study of ION224, an investigational DGAT2 antisense inhibitor",True,high,No clinical news was found for Ionis on 2024-01-10; the relevant Phase 2 ION224 (NCT04932512) positive efficacy and safety results in MASH were announced in a material press release on 2024-03-13.,,FIX_DATE
RHHBY,2024-05-15,Gainer,1.45,,Clinical Data,,RO7017773,NCT04299464,Autism Spectrum Disorder (ASD),,,,,"A Phase II Multicenter, Randomized, Double-Blind, 12-Week Treatment, 3-Arm, Parallel-Group, Placebo-Controlled Study to Investigate the Efficacy, Safety, and Tolerability of RO7017773 in Participants Aged 15-45 Years With Autism Spectrum Disorder (ASD)",Phase 2,104.0,Autism Spectrum Disorder (ASD),COMPLETED,Hoffmann-La Roche,RANDOMIZED,2024-05-15,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.86,0.78,1.11,VeryLow,Noise,Low,2024-05-15,5.49,29.95,30.39,Low,True,False,,,,,,False,medium,"No evidence was found of any Roche/Hoffmann-La Roche or Genentech press release or public clinical-data readout for RO7017773 (NCT04299464) around 2024-05-15; available records only show the trial as ongoing/finished with later documents such as a June 28, 2024 statistical analysis plan and a study period running through August 2025.",,FLAG_FALSE_POSITIVE
NRC,2024-07-12,Gainer,2.53,,Clinical Data,,Camostat mesylate,NCT05474664,Fontan Operation,,,,,"Phase 2 Open-label, Single-arm, Multi-center Clinical Trial to Evaluate the Efficacy and Safety of Camostat Mesylate in Patients with Protein-losing Enteropathy After Fontan Operation",Phase 2,19.0,Fontan Operation; Protein-Losing Enteropathy; Camostat Mesylate,COMPLETED,Seoul National University Hospital,,2024-07-12,303.8,13.41,4.1,16.98,48.4,,none,3.44,0.74,1.05,VeryLow,Noise,Low,2024-07-12,2.4,21.92,22.48,Low,True,False,,,,,,False,low,No clinical news or official press release was found for NRC related to NCT05474664 (camostat mesylate Phase 2 trial) on or around 2024-07-12.,,FLAG_FALSE_POSITIVE
SNY,2022-04-08,Gainer,2.22,,Clinical Data,,Sarilumab,NCT02776735,Juvenile Idiopathic Arthritis,,,,,"An Open-label, Sequential, Ascending, Repeated Dose-finding Study of Sarilumab, Administered With Subcutaneous (SC) Injection, in Children and Adolescents, Aged 2 to 17 Years, With Polyarticular-course Juvenile Idiopathic Arthritis (pcJIA) Followed by an Extension Phase",Phase 2,102.0,Juvenile Idiopathic Arthritis,COMPLETED,Sanofi,,2022-04-08,117517.7,48.66,7674.0,0.37,9.3,57.67778,buy,1.58,1.41,1.07,VeryLow,Noise,Low,2022-04-08,3.49,47.29,48.34,Low,True,False,2022-04-08,,,,,False,medium,"No Sanofi clinical-data press release or public catalyst was found on or around 2022-04-08; this is the listed primary completion date of Phase 2 trial NCT02776735 of sarilumab in pcJIA, without evidence of a company-issued material clinical news announcement.",,FLAG_FALSE_POSITIVE
BMY,2024-02-26,Loser,-2.21,,Clinical Data,,mavacamten,NCT04766892,Heart Failure With Preserved Ejection Fraction,,,,,"An Exploratory, Open-label, Proof-of-concept, Phase 2a Study of Mavacamten (MYK-461) in Participants With Heart Failure With Preserved Ejection Fraction (HFpEF) and Chronic Elevation of Cardiac Biomarkers",Phase 2,30.0,Heart Failure With Preserved Ejection Fraction,COMPLETED,Bristol-Myers Squibb,,2024-02-26,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,2.3,0.96,1.03,VeryLow,Noise,Low,2024-02-26,-2.23,46.84,45.8,Low,True,False,2024-02-26,,,,,False,medium,"The EMBARK-HFpEF Phase 2a trial of mavacamten (NCT04766892) completed follow-up on 2024-02-26 with primary results later published in JAMA, but there is no evidence of any Bristol Myers Squibb clinical-data press release or market-facing catalyst on or around that date.",,FLAG_FALSE_POSITIVE
NRC,2024-06-07,Loser,-4.25,,Clinical Data,,Vitamin D,NCT05050916,Reproductive Issues,,,,,The Investigation of Vitamin D and Menstrual Cycles Trial: A Phase II Clinical Trial,Phase 2,57.0,Reproductive Issues,COMPLETED,National Institute of Environmental Health Sciences (NIEHS),NON_RANDOMIZED,2024-06-07,303.8,13.41,4.1,16.98,48.4,,none,4.55,0.93,2.25,VeryLow,Noise,Low,2024-06-07,-4.32,25.51,24.42,Low,True,False,,,,,,False,low,No clinical news or company press release was found for ticker NRC related to NCT05050916 or the Phase II 'Investigation of Vitamin D and Menstrual Cycles' trial on or around 2024-06-07.,,FLAG_FALSE_POSITIVE
NRC,2021-04-30,Gainer,1.7,,Clinical Data,,Sunitinib,NCT01621568,Thymoma,,,,,A Phase II Study of Sunitinib in Patients With Advanced Relapsed or Refractory Thymoma or Thymic Carcinoma With at Least One Prior Line of Platinum-Based Systemic Chemotherapy,Phase 2,56.0,Thymoma; Thymus Neoplasms,COMPLETED,National Cancer Institute (NCI),NON_RANDOMIZED,2021-04-30,303.8,13.41,4.1,16.98,48.4,,none,2.12,0.8,1.07,VeryLow,Noise,Low,2021-04-30,2.2,44.91,45.67,Low,True,False,2015-01-29,,,,,True,high,"The sunitinib Phase 2 trial (NCT01621568) in thymic carcinoma was published in Lancet Oncology in January 2015, not April 2021; no clinical news found for NRC on 2021-04-30.",,FIX_DATE
NRC,2021-04-08,Gainer,0.77,,Clinical Data,,Interferon Gamma-1b,NCT03063632,Metastatic Myxoid Liposarcoma,,,,,A Phase II Trial of MK-3475 (Pembrolizumab) and Interferon Gamma 1-b Combination Immunotherapy in Patients With Previously Treated Mycosis Fungoides and Sezary Syndrome (Treatment Group 1) and in Patients With Advanced Synovial Sarcoma (Treatment Group 2),Phase 2,28.0,Metastatic Myxoid Liposarcoma; Metastatic Round Cell Liposarcoma; Metastatic Synovial Sarcoma; Recurrent Mycosis Fungoides and Sezary Syndrome; Refractory Mycosis Fungoides and Sezary Syndrome; Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage II Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage III Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IVA Mycosis Fungoides and Sezary Syndrome AJCC v7; Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7; Unresectable Synovial Sarcoma,COMPLETED,National Cancer Institute (NCI),NON_RANDOMIZED,2021-04-08,303.8,13.41,4.1,16.98,48.4,,none,3.22,0.24,1.8,VeryLow,Noise,Low,2021-04-08,0.21,41.68,42.0,Low,True,False,,,,,,False,high,"No clinical news found for NRC (ticker) or NCT03063632 (trial ID) on or near 2021-04-08 in provided search results. Search results contain unrelated pembrolizumab trials (BNT113, ramucirumab, MCC, melanoma, sarcoma) but no evidence of the claimed Interferon Gamma-1b combination trial event.",,FLAG_FALSE_POSITIVE
CGTX,2023-04-26,Loser,-2.82,,Clinical Data,,CT1812,NCT04735536,Alzheimer Disease,,,,,A Pilot Electroencephalography (EEG) Study to Evaluate the Effect of CT1812 Treatment on Synaptic Activity in Subjects With Mild to Moderate Alzheimer's Disease,Phase 2,16.0,Alzheimer Disease,COMPLETED,Cognition Therapeutics,RANDOMIZED,2023-04-26,96.2,1.09,39.3,9.0,23.9,3.5,none,5.45,0.52,2.53,VeryLow,Noise,Low,2023-04-26,-3.39,1.77,1.72,Low,True,False,2023-06-28,https://www.globenewswire.com/news-release/2023/06/28/2696052/0/en/Cognition-Therapeutics-Announces-Positive-Topline-Results-for-CT1812-Phase-2-SEQUEL-Study-for-Mild-to-Moderate-Alzheimer-s-Disease.html,"March 02, 2026 07:30 ET | Source: Cognition Therapeutics, Inc.",Cognition Therapeutics Announces Positive Topline Results for CT1812 Phase 2 SEQUEL Study for Mild-to-Moderate Alzheimer’s Disease,"Results Show Positive Treatment Effect of CT1812 on Global and Regional Brain Activity Management Holding Webcast Conference Call at 8:00am ET Today NEW YORK, June 28, 2023 (GLOBE NEWSWIRE) -- Cognition Therapeutics, Inc. (NASDAQ: CGTX), a clinical-stage neuroscience company developing drugs that treat age-related degenerative disorders by regulating cellular damage response pathways, today announced topline results from its Phase 2 double-blind, single-crossover SEQUEL study ( NCT04735536) of CT1812 in 16 adults with mild-to-moderate Alzheimer’s disease. The study, which was conducted in the",True,high,No clinical news found for this date; the relevant CT1812 Phase 2 SEQUEL (NCT04735536) topline EEG/synaptic activity results were announced on 2023-06-28 instead.,,FIX_DATE
AZN,2023-08-16,Gainer,0.29,,Clinical Data,,MEDI7352,NCT04675034,Painful Osteoarthritis of the Knee,,,,,"A Randomised, Double-blind, Placebo-controlled, Dose-response Study of the Efficacy and Safety of MEDI7352 in Subjects With Painful Osteoarthritis of the Knee",Phase 2,345.0,Painful Osteoarthritis of the Knee,COMPLETED,AstraZeneca,RANDOMIZED,2023-08-16,323156.6,208.45,5719.0,0.16,26.6,164.65556,buy,1.73,0.17,0.99,VeryLow,Noise,Low,2023-08-16,-0.56,131.86,132.24,Low,True,False,2023-09-06,,,,,True,high,"MEDI7352 Phase IIb BESPOKE trial (NCT04675034) for osteoarthritis completed on 2023-09-06 (not 2023-08-16); ClinicalTrials.gov status changed from 'active, not recruiting' to 'completed' on this date, with PTSR increasing to 45%.",,FIX_DATE
RHHBY,2025-02-27,Loser,-1.43,,Clinical Data,,Nab-Paclitaxel,NCT03193190,Pancreatic Adenocarcinoma,,,,,"A Phase Ib/II, Open-Label, Multicenter, Randomized Umbrella Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Pancreatic Ductal Adenocarcinoma (Morpheus-Pancreatic Cancer)",Phase 1/2,341.0,Pancreatic Adenocarcinoma,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2025-02-27,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.47,0.97,1.07,VeryLow,Noise,Low,2025-02-27,-0.71,40.69,40.11,Low,True,False,,,,,,False,medium,No Roche/Genentech clinical data press release or other official clinical news related to NCT03193190 or nab-paclitaxel was found on or around 2025-02-27; no clinical news found for this date.,,FLAG_FALSE_POSITIVE
MRK,2018-08-14,Loser,-0.39,,Clinical Data,,"Doravirine, Tenofovir, Lamivudine - Blinded",NCT02652260,HIV-1,,,,,"Phase IIb, Double-Blinded, Multicenter, Randomized Study to Assess the Effect on Central Nervous System (CNS) Toxicity of Switching From ATRIPLA™ (Efavirenz, Tenofovir, Emtricitabine) to MK-1439A (Doravirine, Tenofovir, Lamivudine) in Virologically-Suppressed Subjects.",Phase 2,86.0,HIV-1; Central Nervous System,COMPLETED,Merck Sharp & Dohme LLC,RANDOMIZED,2018-08-14,306131.6,123.82,14565.0,1.26,81.3,127.17857,buy,1.55,0.25,0.75,VeryLow,Noise,Low,2018-08-14,0.97,50.55,50.35,Low,True,False,,,,,,False,medium,No evidence of a Merck (MRK) clinical data press release or other material clinical news related to NCT02652260 (doravirine/tenofovir/lamivudine CNS toxicity study) was found on or within one day of 2018-08-14.,,FLAG_FALSE_POSITIVE
NRC,2023-10-24,Loser,-0.45,,Clinical Data,,Anakinra,NCT04025554,Multiple Sclerosis,,,,,Anakinra for the Treatment of Chronically Inflamed White Matter Lesions in Multiple Sclerosis,Phase 1/2,8.0,Multiple Sclerosis,COMPLETED,National Institute of Neurological Disorders and Stroke (NINDS),,2023-10-24,303.8,13.41,4.1,16.98,48.4,,none,2.82,0.16,1.18,VeryLow,Noise,Low,2023-10-24,0.79,39.62,39.44,Low,True,False,,,,,,False,medium,"No clinical or corporate news was found for ticker NRC related to NCT04025554 (anakinra in MS) on or around 2023-10-24, and no evidence links this academic trial to a publicly traded NRC company catalyst on that date.",,FLAG_FALSE_POSITIVE
NRC,2019-07-22,Gainer,3.97,,Clinical Data,,Laboratory Biomarker Analysis,NCT02636582,Breast Ductal Carcinoma In Situ,,,,,VADIS Trial: Phase II Trial of Nelipeimut-S Peptide Vaccine in Women With DCIS of the Breast,Phase 2,43.0,Breast Ductal Carcinoma In Situ,COMPLETED,National Cancer Institute (NCI),RANDOMIZED,2019-07-22,303.8,13.41,4.1,16.98,48.4,,none,3.06,1.3,1.33,VeryLow,Noise,Low,2019-07-22,6.07,51.76,53.81,Low,True,False,,,,,,False,low,No clinical news or company press release was found for ticker NRC related to NCT02636582 (VADIS Trial of Nelipeimut-S in DCIS) on or around 2019-07-22.,,FLAG_FALSE_POSITIVE
RHHBY,2019-01-15,Gainer,0.49,,Clinical Data,,Mycophenolate Mofetil/Mycophenolic Acid,NCT02550652,Lupus Nephritis,,,,,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Study to Evaluate the Safety and Efficacy of Obinutuzumab in Patients With ISN/RPS 2003 Class III or IV Lupus Nephritis",Phase 2,126.0,Lupus Nephritis,COMPLETED,Hoffmann-La Roche,RANDOMIZED,2019-01-15,383554.9,59.55,15486.0,,0.8,57.43333,hold,1.98,0.25,1.33,VeryLow,Noise,Low,2019-01-15,0.34,25.66,25.79,Low,True,False,2019-06-10,https://www.gene.com/media/press-releases/14796/2019-06-10/genentechs-gazyva-obinutuzumab-delivers-positiv,,"Genentech: Press Releases | Monday, Jun 10, 2019","Discover the latest news about our company, our products, our policies, and our people.",True,high,"No clinical news found for this date; the relevant Phase 2 NOBILITY (NCT02550652) topline obinutuzumab plus mycophenolate/mycophenolic acid lupus nephritis results were announced on 2019-06-10, not 2019-01-15.",,FIX_DATE
NVS,2022-09-28,Gainer,2.24,,Clinical Data,,CFZ533,NCT03905525,Sjögren Syndrome,,,,,"A 48-week, 6-arm, Randomized, Double-blind, Placebo-controlled Multicenter Trial to Assess the Safety and Efficacy of Multiple CFZ533 Doses Administered Subcutaneously in Two Distinct Populations of Patients With Sjogren's Syndrome (TWINSS)",Phase 2,273.0,Sjögren Syndrome,COMPLETED,Novartis Pharmaceuticals,RANDOMIZED,2022-09-28,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.86,1.2,1.02,VeryLow,Noise,Low,2022-09-28,2.57,66.46,67.95,Low,True,False,,,,,,False,medium,"No evidence was found of any Novartis clinical data press release or other material clinical-news catalyst related to CFZ533 (iscalimab) trial NCT03905525 on or within one day of 2022-09-28; available information only shows the trial completed and later scientific publications, without a dated company press release around that time.",,FLAG_FALSE_POSITIVE
LLY,2024-07-09,Gainer,1.58,,Clinical Data,,LY3372689,NCT05063539,Alzheimer Disease,,,,,"Assessment of Safety, Tolerability, and Efficacy of LY3372689 in Early Symptomatic Alzheimer's Disease",Phase 2,327.0,Alzheimer Disease,COMPLETED,Eli Lilly and Company,RANDOMIZED,2024-07-09,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,1.98,0.8,0.8,VeryLow,Noise,Low,2024-07-09,2.37,906.91,921.24,Low,True,False,2024-08-07,https://investor.lilly.com/news-releases/news-release-details/lilly-provides-update-phase-2-prospect-alz-study-ceperognastatly3372689,,,,True,medium,No clinical news for LY3372689 was found on or near 2024-07-09; Lilly instead disclosed in an August 2024 press release that Phase 2 PROSPECT-ALZ (NCT05063539) of ceperognastat (LY3372689) in early symptomatic Alzheimer’s disease failed to meet its primary endpoint.,PR fetch: Timeout,FIX_DATE
BMY,2024-08-22,Loser,-1.69,,Clinical Data,,BMS-986408,NCT05407675,Advanced Solid Tumors,,,,,A Phase 1/2 Study of BMS-986408 Alone and in Combination With Nivolumab or With Nivolumab and Ipilimumab in Participants With Advanced Solid Tumors,Phase 1/2,68.0,Advanced Solid Tumors,COMPLETED,Bristol-Myers Squibb,NON_RANDOMIZED,2024-08-22,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,2.52,0.67,2.01,VeryLow,Noise,Low,2024-08-22,-0.68,45.1,44.34,Low,True,False,,,,,,False,medium,No Bristol Myers Squibb clinical-data press release or other clinical news specific to BMS-986408 or trial NCT05407675 was found on or around 2024-08-22; the study is listed as completed but without posted results or a company data announcement on that date.,,FLAG_FALSE_POSITIVE
NRC,2024-06-19,Loser,-0.28,,Clinical Data,,CVC 150 mg,NCT05630885,HIV-1-infection,,,,,"A Limited-Center, Prospective, Double-Blind, Placebo-Controlled Study to Evaluate the Effects of Cenicriviroc Mesylate on Arterial Inflammation in People Living With HIV",Phase 2,110.0,HIV-1-infection; Elevated Cardiovascular Risk,COMPLETED,National Institute of Allergy and Infectious Diseases (NIAID),RANDOMIZED,2024-06-19,303.8,13.41,4.1,16.98,48.4,,none,4.04,0.07,1.23,VeryLow,Noise,Low,2024-06-20,1.0,23.88,23.81,Low,True,False,,,,,,False,high,No clinical news found for NRC ticker or NCT05630885 (CVC 150 mg cenicriviroc trial) on or near 2024-06-20. Search results contain only unrelated retatrutide cardiovascular outcomes trial (NCT06383390).,,FLAG_FALSE_POSITIVE
CRNX,2025-08-22,Gainer,5.17,,Clinical Data,,atumelnant (CRN04894),NCT05907291,Congenital Adrenal Hyperplasia,,,,,"A 12-week, Phase 2 Open-label, Sequential Dose Cohort Study to Evaluate the Safety, Efficacy, and Pharmacokinetics of CRN04894 Treatment in Participants With Congenital Adrenal Hyperplasia (TouCAHn)",Phase 2,38.0,Congenital Adrenal Hyperplasia; Classic Congenital Adrenal Hyperplasia,COMPLETED,Crinetics Pharmaceuticals Inc.,,2025-08-22,4213.2,41.1,1027.9,15.86,121.6,82.53846,strong_buy,4.71,1.1,2.48,VeryLow,Noise,Low,2025-08-22,2.35,29.4,30.92,Low,True,False,2025-08-01,https://ir.crinetics.com/news/news-details/2025/Crinetics-Receives-FDA-Orphan-Drug-Designation-for-Atumelnant-in-the-Treatment-of-Congenital-Adrenal-Hyperplasia-CAH/default.aspx,,,,True,high,"FDA Orphan Drug Designation for atumelnant in CAH was awarded in August 2025, not a Phase 2 clinical data event on 2025-08-22; the Phase 2 TouCAHn trial positive results were reported in January 2025.",PR fetch: HTTP 403,FIX_DATE
AZN,2023-08-22,Loser,-0.16,,Clinical Data,,Capivasertib,NCT05008055,Relapsed or Refractory B-cell Non-Hodgkin Lymphoma,,,,,"A Modular Phase II, Open-Label, Multicentre Study to Assess the Efficacy and Safety of Capivasertib in Patients With Relapsed or Refractory B-cell Non-Hodgkin Lymphoma (CAPITAL)",Phase 2,30.0,Relapsed or Refractory B-cell Non-Hodgkin Lymphoma,COMPLETED,AstraZeneca,,2023-08-22,323156.6,208.45,5719.0,0.16,26.6,164.65556,buy,1.51,0.11,1.0,VeryLow,Noise,Low,2023-08-22,0.32,130.67,130.46,Low,True,False,,,,,,False,medium,"No AstraZeneca clinical press release or market-moving data readout for capivasertib (NCT05008055) was found on or around 2023-08-22; only a later journal article uses August 22, 2023 as a data cut-off date without a corresponding company catalyst event.",,FLAG_FALSE_POSITIVE
NVS,2025-01-30,Gainer,1.77,,Clinical Data,,INE963,NCT07235020,Uncomplicated Plasmodium Falciparum Malaria,,,,,"A Multi-part, Multi-center PLATform Study to Assess the Efficacy, Safety, Tolerability and Pharmacokinetics of Anti-malarial Agents Administered as Monotherapy and/or Combination Therapy IN Participants With Uncomplicated Plasmodium Falciparum Malaria",Phase 2,52.0,Uncomplicated Plasmodium Falciparum Malaria,COMPLETED,Novartis Pharmaceuticals,RANDOMIZED,2025-01-30,325954.3,168.62,11533.0,0.39,7.1,145.78,hold,1.67,1.06,1.02,VeryLow,Noise,Low,2025-01-30,1.74,99.24,100.99,Low,True,False,,,,,,False,medium,No evidence of a Novartis clinical-data press release or other clinical news for INE963 (NCT07235020) around 2025-01-30 was found; only earlier Phase 1 activity and general pipeline mentions are documented.,,FLAG_FALSE_POSITIVE
