ticker,event_date,event_type,move_pct,price_at_event,catalyst_summary,drug_name,nct_id,indication,is_pivotal,pivotal_evidence,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,short_percent,institutional_ownership,analyst_target,analyst_rating,atr_pct,stock_movement_atr_normalized,avg_daily_move,move_class_abs,move_class_norm,move_class_combo,event_trading_date,move_2d_pct,price_before,price_after,stock_relative_move,data_complete,v_is_verified,v_actual_date,v_pr_link,v_pr_date,v_pr_title,v_pr_key_info,v_is_material,v_confidence,v_summary,v_error,v_action,best_event_link,mesh_level1,mesh_level1_reason,mesh_branches_raw,mesh_terms_raw,ct_conditions_raw,stale_price_data,mesh_level1_encoded,row_ready,row_not_ready_reason,mesh_recovery_method,mesh_source_term,mesh_resolution_method,mesh_inference_reason,target_abs_move_atr,target_move_bucket,target_large_move,feat_phase_num,feat_late_stage_flag,feat_mesh_level1_encoded,feat_log_market_cap,feat_short_squeeze_flag,feat_ownership_low_flag,feat_volatility,feat_days_to_primary_completion,feat_event_proximity_bucket,feat_active_not_recruiting_flag,feat_design_quality_score,feat_n_trials_for_company,feat_n_unique_drugs_for_company,feat_single_asset_company_flag,feat_lead_asset_dependency_score,feat_n_late_stage_trials_for_company,feat_pipeline_concentration_simple,feat_orphan_flag,feat_fast_track_flag,feat_breakthrough_flag,feat_nda_bla_flag,feat_priority_review_flag,feat_regulatory_stage_score,feat_enrollment_log,feat_randomized_flag,feat_controlled_flag,feat_withdrawn_flag,feat_terminated_flag,feat_trial_quality_score,feat_prior_mean_abs_move_atr_by_phase,feat_prior_mean_abs_move_atr_by_therapeutic_superclass,feat_prior_mean_abs_move_atr_by_phase_x_therapeutic_superclass,feat_market_cap_bucket,feat_prior_mean_abs_move_atr_by_market_cap_bucket,feat_date_corrected_flag,feat_endpoint_outcome_score
ATHE,2025-01-30,Gainer,57.04,4.57,"Alterity Therapeutics (ATHE) announced positive topline results from the ATH434-201 Phase 2 clinical trial in early-stage multiple system atrophy (MSA) patients on January 30, 2025, showing statistically significant slowing of clinical progression with the 50 mg dose (48% at 52 weeks, p=0.03) and good tolerability.[3][4]",ATH434,NCT05864365,Multiple System Atrophy,,,,,An Open-Label Biomarker Study of ATH434 in Multiple System Atrophy,Phase 2,10.0,Multiple System Atrophy,COMPLETED,Alterity Therapeutics,,2025-02-26,62.4,3.441,40.7,0.01,1.8,11.0,none,11.71,4.87,4.93,VeryHigh,Medium,High,2025-01-30,64.95,2.91,4.8,High,True,True,2025-01-30,https://www.globenewswire.com/news-release/2025/01/30/3017941/0/en/Alterity-Therapeutics-Announces-Positive-ATH434-Phase-2-Trial-Results-in-Multiple-System-Atrophy-Led-By-Robust-Clinical-Efficacy.html,"March 09, 2026 07:25 ET | Source: ALTERITY THERAPEUTICS LIMITED",Alterity Therapeutics Announces Positive ATH434 Phase 2 Trial Results in Multiple System Atrophy Led By Robust Clinical Efficacy,"– Clinically Meaningful Benefit Observed at Both ATH434 Doses Studied – – Achieved Statistical Significance with Up to 48% Slowing of Clinical Progression on UMSARS Rating Scale – – Key MRI Biomarker Shows Iron Stabilization in MSA Affected Brain Regions – – ATH434 Demonstrated a Favorable Safety Profile – – Webcast Held Yesterday with Access to the Recording Below – MELBOURNE, Australia and SAN FRANCISCO, Jan. 30, 2025 (GLOBE NEWSWIRE) -- Alterity Therapeutics (ASX: ATH, NASDAQ: ATHE) (“Alterity” or “the Company”), a biotechnology company dedicated to developing disease modifying treatments f",True,high,"Alterity Therapeutics announced positive topline results from the ATH434-201 randomized, double-blind, placebo-controlled Phase 2 clinical trial on January 30, 2025, demonstrating 48% slowing of clinical progression at the 50 mg dose (p=0.03) on the modified UMSARS Part I scale in early-stage MSA patients.",,OK,,Nervous System Diseases,priority_list,Nervous System Diseases | Cardiovascular Diseases,Multiple System Atrophy | Neurodegenerative Diseases | Shy-Drager Syndrome | Movement Disorders | Primary Dysautonomias | Synucleinopathies,Multiple System Atrophy,False,2,True,,,,,,4.87,2.0,0,2.0,0.0,2,1.795184589682424,0.0,1.0,11.71,27.0,future_near,0.0,0.0,2,1,1,1.0,0,0.0,0,0,0,0,0,0,2.3978952727983707,,0,0,0,0.0,2.9694795539033456,4.396964285714286,3.0946774193548388,micro,3.960375,0,0.0
ADCT,2023-12-13,Gainer,63.11,1.68,"ADC Therapeutics announced initial Phase 2 clinical trial results for ZYNLONTA in combination with rituximab on December 12, 2023, showing a 96% overall response rate and 85% complete response rate in relapsed/refractory follicular lymphoma patients.",ZYNLONTA,NCT05672251,Recurrent Diffuse Large B-Cell Lymphoma,,,,,A Phase 2 Study of Loncastuximab Tesirine Plus Mosunetuzumab in Patients With Relapsed/Refractory Diffuse Large B-cell Lymphoma,Phase 2,36.0,Recurrent Diffuse Large B-Cell Lymphoma; Recurrent Grade 3b Follicular Lymphoma; Recurrent High Grade B-Cell Lymphoma; Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Recurrent Transformed Chronic Lymphocytic Leukemia; Recurrent Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma; Refractory Diffuse Large B-Cell Lymphoma; Refractory Grade 3b Follicular Lymphoma; Refractory High Grade B-Cell Lymphoma; Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma; Refractory Transformed Chronic Lymphocytic Leukemia; Refractory Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma,RECRUITING,City of Hope Medical Center,,2026-04-07,507.9,4.1,234.7,4.25,70.7,8.0,strong_buy,11.63,5.43,5.88,VeryHigh,High,High,2023-12-13,73.79,1.03,1.79,High,True,True,2023-12-12,https://www.globenewswire.com/news-release/2023/12/12/2794525/0/en/ADC-Therapeutics-Announces-Initial-Results-from-Investigator-Initiated-Phase-2-Clinical-Trial-Evaluating-ZYNLONTA-in-Combination-with-Rituximab-in-Patients-with-Relapsed-Refractory.html,2023-12-12T10:15:00Z,ADC Therapeutics Announces Initial Results from Investigator-Initiated Phase 2 Clinical Trial Evaluating ZYNLONTA® in Combination with Rituximab in Patients with Relapsed/Refractory Follicular Lymphoma (FL),"Combination demonstrated clinically meaningful benefit in r/r FL patients with 96% overall response rate and 85% complete response rate LAUSANNE, Switzerland, Dec. 12, 2023 (GLOBE NEWSWIRE) -- ADC Therapeutics SA (NYSE: ADCT) today announced initial results from an investigator-initiated Phase 2 clinical trial evaluating ZYNLONTA ® (loncastuximab tesirine-lpyl) in combination with rituximab demonstrated a high response rate in patients with relapsed or refractory (r/r) follicular lymphoma (FL). The data from the single-institution study conducted at the Sylvester Comprehensive Cancer Center at",True,high,"ADC Therapeutics announced initial Phase 2 results for ZYNLONTA plus rituximab in relapsed/refractory follicular lymphoma on December 12, 2023, showing 96% ORR and 85% CR rate in 27 evaluable patients.",,OK,,Neoplasms,condition_match,Neoplasms | Immune System Diseases,"Lymphoma, Large B-Cell, Diffuse",Recurrent Diffuse Large B-Cell Lymphoma | Recurrent Grade 3b Follicular Lymphoma | Recurrent High Grade B-Cell Lymphoma | Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma | Recurrent Transformed Chronic Lymphocytic Leukemia | Recurrent Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma | Refractory Diffuse Large B-Cell Lymphoma | Refractory Grade 3b Follicular Lymphoma | Refractory High Grade B-Cell Lymphoma | Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma | Refractory Transformed Chronic Lymphocytic Leukemia | Refractory Transformed Indolent B-Cell Non-Hodgkin Lymphoma to Diffuse Large B-Cell Lymphoma,False,1,True,,,,,,5.43,3.0,1,2.0,0.0,1,2.705778212828598,0.0,0.0,11.63,846.0,future_far,0.0,0.0,4,2,0,0.7,0,0.0,0,0,0,0,0,0,3.610917912644224,,0,0,0,0.0,2.9694795539033456,2.5680341880341877,2.245,small,3.972827586206896,0,0.0
RLMD,2025-04-23,Gainer,82.54,0.69,"Relmada Therapeutics presented positive Phase 2 clinical trial data for NDV-01 on April 28, 2025, showing an 85% overall response rate at 3 months and 90% of patients achieving high-grade disease-free status in non-muscle invasive bladder cancer.",NDV-01,NCT07313891,"Bladder (Urothelial, Transitional Cell) Cancer Superficial (Non-Invasive)",False,,Yes,"Phase 2 trial of NDV-01 achieved a 76% complete response rate at 12 months overall and 80% in BCG-unresponsive patients, with a favorable safety profile (no Grade ≥3 treatment-related adverse events).[1][2]","A Phase 3, Randomized Study Evaluating the Efficacy and Safety of NDV-01 Versus Observation in Participants With Intermediate-risk Non-muscle Invasive Bladder Cancer (BOOST)",Phase 3,302.0,"Bladder (Urothelial, Transitional Cell) Cancer Superficial (Non-Invasive); Bladder (Urothelial, Transitional Cell) Cancer; Urothelial Carcinoma Bladder; Urologic Cancer",NOT_YET_RECRUITING,"Relmada Therapeutics, Inc.",RANDOMIZED,2029-09-01,334.4,4.56,13.9,1.53,72.5,9.66667,strong_buy,9.93,8.31,4.75,VeryHigh,Extreme,High,2025-04-23,94.97,0.378,0.737,High,True,True,2025-04-28,https://www.relmada.com/for-investors/news/detail/316/relmada-therapeutics-presents-positive-initial-phase-2,2025-04-28T13:38:00,Relmada Therapeutics Presents Positive Initial Phase 2 NDV-01 Data at AUA2025,"90% of patients achieved high grade disease-free status at any time point with NDV-01, demonstrating strong proof-of-concept for…...",True,high,"Relmada Therapeutics presented positive initial Phase 2 data for NDV-01 on April 28, 2025 at AUA2025, showing 90% of patients achieved high-grade disease-free status at any time point and 85% overall response rate at 3 months in NMIBC.",,OK,,Neoplasms,terms_raw_fallback,,Neoplasms | Urologic Neoplasms | Non-Muscle Invasive Bladder Neoplasms | Urinary Bladder Neoplasms,"Bladder (Urothelial, Transitional Cell) Cancer Superficial (Non-Invasive) | Bladder (Urothelial, Transitional Cell) Cancer | Urothelial Carcinoma Bladder | Urologic Cancer",False,1,True,,,,,,8.31,4.0,1,3.0,1.0,1,2.524266268766979,0.0,0.0,9.93,1592.0,future_far,0.0,5.0,4,2,0,0.7,4,0.7,0,0,0,1,0,2,5.713732805509369,1.0,1,0,0,5.0,2.2662229102167184,2.5680341880341877,2.0740860215053765,small,3.972827586206896,0,1.0
BIOA,2024-12-09,Loser,-76.85,4.65,"BioAge Labs announced on December 6, 2024, the discontinuation of its STRIDES Phase 2 clinical trial for azelaprag in combination with tirzepatide due to unexpected liver transaminitis observed in some patients, with no full efficacy results released.",azelaprag,NCT06515418,Obesity,,,,,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",Phase 2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,929.8,22.27,285.8,3.68,64.9,40.0,buy,6.03,12.74,3.83,VeryHigh,Extreme,High,2024-12-09,-77.75,20.09,4.47,High,True,True,2024-12-06,https://www.globenewswire.com/news-release/2024/12/06/2993284/0/en/BioAge-Labs-Announces-Discontinuation-of-STRIDES-Phase-2-Clinical-Trial-Evaluating-Azelaprag-in-Combination-with-Tirzepatide-for-the-Treatment-of-Obesity.html,"February 19, 2026 16:30 ET | Source: BioAge Labs, Inc.",BioAge Labs Announces Discontinuation of STRIDES Phase 2 Clinical Trial Evaluating Azelaprag in Combination with Tirzepatide for the Treatment of Obesity,"Decision follows observations of liver transaminitis without clinically significant symptoms in some subjects on azelaprag Company will evaluate data from patients enrolled to date and share updated plans for azelaprag in Q1 2025 In parallel to evaluating azelaprag, Company will continue to advance earlier platform-derived programs, including IND submission for CNS penetrant NLRP3 inhibitor anticipated in the second half of 2025 RICHMOND, Calif., Dec. 06, 2024 (GLOBE NEWSWIRE) -- BioAge Labs (Nasdaq: BIOA) (“BioAge”, “the Company”), a clinical-stage biopharmaceutical company developing therape",True,high,"BioAge Labs announced on December 6, 2024, the discontinuation of its STRIDES Phase 2 trial of azelaprag (monotherapy and with tirzepatide) due to liver transaminitis in some azelaprag-treated subjects.",,OK,,Endocrine System Diseases,terms_raw_fallback,,Obesity,Obesity,False,4,True,,,,,,12.74,4.0,1,2.0,0.0,4,2.9683895418470683,0.0,0.0,6.03,59.0,future_near,0.0,3.0,1,1,1,1.0,0,0.0,0,0,0,0,0,0,5.3230099791384085,1.0,1,0,1,2.0,2.9694795539033456,3.1319230769230773,5.2972,small,3.972827586206896,0,0.0
UNCY,2022-12-28,Loser,-25.37,5.0,"Unicycive announced on March 6, 2023, that the primary endpoint was met in its pivotal bioequivalence study comparing Renazorb to Fosrenol in healthy volunteers, establishing pharmacodynamic bioequivalence and satisfying FDA clinical requirements for NDA filing via the 505(b)(2) pathway.[7]",Renazorb,NCT01560884,Safety,,,,,"A Double Blind, Dose-Ranging, Phase 1 Study In Healthy Volunteers to Assess Safety and the Phosphate Binding Capacity of Lanthanum Dioxycarbonate (SPI-014, Renazorb)",Phase 1,32.0,Safety; Phosphate Binding Capacity,COMPLETED,"Spectrum Pharmaceuticals, Inc",RANDOMIZED,2012-09,148.9,6.93,42.7,8.79,39.5,46.5,strong_buy,11.84,2.14,2.57,Medium,Low,Medium,2022-12-28,-16.42,6.7,5.6,High,True,False,2022-12-28,https://ir.unicycive.com/news/detail/38/unicycive-achieves-primary-endpoint-in-pivotal,2022-12-28T08:30:00,Unicycive Achieves Primary Endpoint in Pivotal Bioequivalence Study of Renazorb,"Unicycive Achieves Primary Endpoint in Pivotal Bioequivalence Study of Renazorb December 28, 2022 8:30am EST Download as PDF Renazorb demonstrates pharmacodynamic bioequivalence to Fosrenol Renazorb’s enhanced product profile features reduced pill burden and small, swallowable tablets, which may improve patient compliance On track to file New Drug Application mid-2023 LOS ALTOS, Calif., Dec. 28, 2022 (GLOBE NEWSWIRE) -- Unicycive Therapeutics, Inc. (Nasdaq: UNCY), a clinical-stage biotechnology company developing therapies for patients with kidney disease, today announced that the primary endp",False,high,"Unicycive announced on December 28, 2022, that the primary endpoint was met in its pivotal bioequivalence study of Renazorb compared to Fosrenol; no clinical news found for March 6, 2023.",,DATE_FIXED,,Other / Non-Disease,no_branches,,,Safety | Phosphate Binding Capacity,False,11,True,missing_mesh_level1,,indication=safety,nondisease,,2.14,1.0,0,1.0,0.0,11,2.1728946977521764,0.0,0.0,11.84,-3770.0,past,0.0,2.0,4,4,0,0.4,0,0.0,0,0,0,1,0,2,3.49650756146648,1.0,1,0,0,3.0,4.707536231884058,3.025,2.4925,micro,3.960375,1,0.0
NRC,2024-11-09,Gainer,6.5,20.4558,,HBI-8000 in combination with nivolumab,NCT02718066,Melanoma,,,,,"A Phase 1b/2 Study to Assess the Safety and Efficacy of HBI-8000 in Combination With Nivolumab in Subjects With Advanced Solid Tumors Including Melanoma, Renal Cell Carcinoma (RCC), and Non-Small Cell Lung Cancer (NSCLC)",Phase 1/2,96.0,Melanoma; Renal Cell Carcinoma; Non-Small Cell Lung Cancer,COMPLETED,"HUYABIO International, LLC.",,2023-09,303.8,13.41,4.1,16.98,48.4,,none,4.32,1.5,2.17,VeryLow,Low,Low,2024-11-11,6.5,19.2067,20.4558,Low,True,False,2024-11-09,https://www.prnewswire.com/news-releases/huyabio-presents-positive-phase-2-data-on-hbi-8000-and-nivolumab-combination-for-advanced-melanoma-302300026.html,,HUYABIO Presents Positive Phase 2 Data on HBI-8000 and Nivolumab Combination for Advanced Melanoma,"Data supporting the potential for innovative combinations like HBI-8000 and nivolumab to reshape the future of melanoma treatment will be presented at the Society for Immunotherapy of Cancer Annual Meeting SAN DIEGO , Nov. 8, 2024 /PRNewswire/ -- HUYABIO International today announced it will present the final analysis of data from a phase 2 study evaluating HBI-8000 in combination with nivolumab (anti-PD1 therapy), a novel combination for the treatment of advanced and metastatic melanoma. The results will be presented by Study Chair, Dr. Nikhil Khushalani , Senior Member and Vice Chair, Depart",True,high,"No clinical news found for NRC on 2023-09-01; however, HBI-8000 + nivolumab Phase 2 positive data was presented on 2024-11-09 at SITC conference, showing encouraging efficacy in advanced melanoma with enhanced efficacy and reduced toxicities versus double checkpoint inhibitor combinations.",,DATE_FIXED,,Neoplasms,condition_match,Neoplasms | Respiratory Tract Diseases | Skin Diseases,"Melanoma | Carcinoma, Renal Cell | Carcinoma, Non-Small-Cell Lung",Melanoma | Renal Cell Carcinoma | Non-Small Cell Lung Cancer,False,1,True,,,,,,1.5,1.0,0,1.5,0.0,1,2.4825877695267677,0.0,0.0,4.32,-435.0,past,0.0,0.0,18,18,0,0.2,7,0.0778,0,0,0,0,0,0,4.574710978503383,,0,0,0,0.0,3.483661971830986,2.5680341880341877,2.2888571428571427,small,3.972827586206896,1,0.0
VIR,2025-01-08,Gainer,58.17,12.48,"Vir Biotechnology presented encouraging Phase 1 data on January 8, 2025 for two dual-masked T-cell engagers: VIR-5818 showing 50% tumor shrinkage in HER2-positive solid tumors and VIR-5500 showing 58% PSA50 response rate in metastatic castration-resistant prostate cancer, driving a 58% stock price increase.",VIR-5818 and VIR-5500,NCT05356741,HER2-positive solid tumors and metastatic castration-resistant prostate cancer (mCRPC),False,,Yes,VIR-5818: 50% (10/20) of participants at doses ≥400 µg/kg experienced tumor shrinkage; VIR-5500: 58% (7/12) PSA50 response rate with only 25% CRS (none grade 3),"A Phase 1, Multicenter, Open-Label, First-in-Human Study of the Safety and Pharmacokinetics of VIR-5818 Alone and in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic HER2-Expressing Cancers",Phase 1/2,645.0,Locally Advanced or Metastatic HER2-Expressing Cancers,RECRUITING,"Vir Biotechnology, Inc.",NON_RANDOMIZED,2027-08-16,844.0,6.06,506.51,0.14,0.8,17.08,strong_buy,4.64,12.54,2.22,VeryHigh,Extreme,High,2025-01-08,53.36,7.89,12.1,High,True,True,2025-01-08,https://investors.vir.bio/news/news-details/2025/Vir-Biotechnology-Announces-Encouraging-Safety-and-Efficacy-Data-in-Ongoing-Dose-Escalation-Trials-for-Dual-Masked-T-Cell-Engagers-VIR-5818-in-Solid-Tumors-and-VIR-5500-in-mCRPC/default.aspx,,,,False,high,"Vir Biotechnology announced encouraging Phase 1 data on January 8, 2025, for VIR-5818 (50% tumor shrinkage in HER2-positive solid tumors) and VIR-5500 (58% PSA50 response in mCRPC) from ongoing dose-escalation trials.",PR fetch: HTTP 403,OK,,Neoplasms,indication_nlm_api,,,Locally Advanced or Metastatic HER2-Expressing Cancers,False,1,True,,,,,,12.54,4.0,1,1.5,0.0,1,2.926342446625655,0.0,1.0,4.64,950.0,future_far,0.0,1.0,3,3,0,0.4,0,0.0,0,0,0,0,0,0,6.470799503782602,0.0,0,0,0,1.0,3.483661971830986,2.5680341880341877,2.2888571428571427,small,3.972827586206896,0,1.0
ATAI,2023-01-06,Loser,-30.8,1.82,"On January 6, 2023, atai Life Sciences announced topline results from a Phase 2a trial of PCN-101 (R-ketamine) for treatment-resistant depression, which failed to meet its primary endpoint of statistically significant MADRS score change at 24 hours compared to placebo, despite efficacy signals at later timepoints and good tolerability.",PCN-101,NCT05414422,Treatment Resistant Depression,,,,,"A Randomized, Placebo-Controlled, Double-Blind Study to Assess Safety and Efficacy of Intravenous PCN-101 in Treatment Resistant Depression",Phase 2,102.0,Treatment Resistant Depression,COMPLETED,Perception Neuroscience,RANDOMIZED,2022-11-10,1318.5,3.63,114.6,4.84,31.5,12.45455,strong_buy,7.79,3.95,3.62,High,Medium,High,2023-01-06,-37.26,2.63,1.65,High,True,True,2023-01-06,https://www.globenewswire.com/news-release/2023/01/06/2584334/0/en/atai-Life-Sciences-Announces-Results-from-Phase-2a-Trial-of-PCN-101-R-ketamine-for-Treatment-Resistant-Depression.html,"March 06, 2026 07:00 ET | Source: AtaiBeckley Inc.",atai Life Sciences Announces Results from Phase 2a Trial of PCN-101 (R-ketamine) for Treatment-Resistant Depression,"NEW YORK and BERLIN, Jan. 06, 2023 (GLOBE NEWSWIRE) -- atai Life Sciences (NASDAQ: ATAI) (“atai” or “the Company”), a clinical-stage biopharmaceutical company focused on mental health, announced that, while PCN-101 (R-ketamine) demonstrated signals of efficacy across all timepoints out to two weeks, Perception Neuroscience’s Phase 2a clinical trial did not meet its primary endpoint of a statistically significant change from baseline in participants’ MADRS (Montgomery-Åsberg Depression Rating Scale) score at 24 hours compared to placebo. The Phase 2a proof-of-concept trial was a two-week, rand",True,high,"On January 6, 2023, atai Life Sciences announced topline results from the Phase 2a trial (NCT05414422) of PCN-101 for treatment-resistant depression, which failed to meet its primary endpoint of statistically significant MADRS score change at 24 hours but showed efficacy signals and was well-tolerated.",,OK,,Nervous System Diseases,nct_api_fallback,,"Depressive Disorder, Treatment-Resistant",Treatment Resistant Depression,False,2,True,,,,,,3.95,2.0,0,2.0,0.0,2,3.120080134129453,0.0,0.0,7.79,-57.0,just_completed,0.0,3.0,1,1,1,1.0,0,0.0,0,0,0,0,0,0,4.634728988229636,1.0,1,0,0,4.0,2.9694795539033456,4.396964285714286,3.0946774193548388,mid,4.86664,0,0.0
BMY,2021-06-13,Loser,-0.07,,,BMS-986165,NCT03934216,Ulcerative Colitis,,,,,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled Study of the Safety and Efficacy of BMS-986165 in Subjects With Moderate to Severe Ulcerative Colitis",Phase 2,131.0,Ulcerative Colitis,COMPLETED,Bristol-Myers Squibb,RANDOMIZED,2021-06-13,127014.9,62.37,10673.0,1.56,82.9,62.16,hold,1.64,0.04,0.83,VeryLow,Noise,Low,2021-06-14,0.12,55.65,55.61,Low,True,True,2021-06-14,https://news.bms.com/news/details/2021/Bristol-Myers-Squibb-Provides-Update-on-Phase-2-Study-of-Deucravacitinib-in-Patients-With-Moderate-to-Severe-Ulcerative-Colitis/default.aspx,,,,True,high,"On 2021-06-14, Bristol Myers Squibb issued a press release providing a data update on its Phase 2 study of deucravacitinib (BMS-986165) in patients with moderate to severe ulcerative colitis (NCT03934216).",PR fetch: HTTP 403,OK,,Digestive System Diseases,single_branch,Digestive System Diseases,"Colitis, Ulcerative",Ulcerative Colitis,False,8,True,,,,,,0.04,0.0,0,2.0,0.0,8,5.103854670626923,0.0,0.0,1.64,0.0,future_near,0.0,3.0,22,10,0,0.2,14,0.1273,0,0,0,0,0,0,4.882801922586371,1.0,1,0,0,4.0,2.9694795539033456,2.1978378378378376,0.63875,large,1.1563522012578618,0,0.0
MIRM,2023-11-07,Gainer,2.21,,,Maralixibat,NCT04524390,Biliary Atresia,,,,,"Randomized, Double-Blind, Placebo-Controlled Phase 2 Study to Evaluate the Efficacy and Safety of Maralixibat in the Treatment of Subjects With Biliary Atresia After Hepatoportoenterostomy",Phase 2,75.0,Biliary Atresia,COMPLETED,"Mirum Pharmaceuticals, Inc.",RANDOMIZED,2023-11-07,5526.3,92.29,383.3,13.43,105.1,122.36364,strong_buy,4.39,0.5,2.33,VeryLow,Noise,Low,2023-11-07,1.33,29.35,30.0,Low,True,True,2023-11-07,https://ir.mirumpharma.com/news/news-details/2023/Mirum-Pharmaceuticals-Announces-Data-from-EMBARK-Phase-2b-Study-for-Biliary-Atresia/default.aspx,,,,True,high,"On 2023-11-07, Mirum Pharmaceuticals announced topline clinical data from the Phase 2b EMBARK trial (NCT04524390) of maralixibat (LIVMARLI) in biliary atresia, reporting that the study did not meet its primary or secondary endpoints but showed the drug was generally well tolerated.",PR fetch: HTTP 403,OK,,Digestive System Diseases,single_branch,Digestive System Diseases,Biliary Atresia | Biliary Tract Diseases | Bile Duct Diseases | Congenital Abnormalities,Biliary Atresia,False,8,True,,,,,,0.5,0.0,0,2.0,0.0,8,3.74243445727396,0.0,0.0,4.39,0.0,future_near,0.0,2.0,2,2,0,0.7,1,0.35,0,0,0,1,0,2,4.330733340286331,1.0,1,0,0,3.0,2.9694795539033456,2.1978378378378376,0.63875,large,1.1563522012578618,0,0.0
LLY,2025-09-19,Loser,-1.43,749.6361,,Tirzepatide Dose 1,NCT05260021,Type2 Diabetes,True,regulator-required Phase 3 trial supporting expanded label in pediatric patients (ages 10 to <18) inadequately controlled on metformin and/or basal insulin,Yes,"Tirzepatide reduced HbA1c by an average of 2.23% at 30 weeks vs. an increase of 0.05% with placebo (estimated treatment difference -2.28%, p<0.0001).[1][2]","A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study With an Open-Label Extension Assessing the Efficacy, Safety, and Pharmacokinetics/Pharmacodynamics of Tirzepatide in Pediatric and Adolescent Participants With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin, or Basal Insulin, or Both",Phase 3,99.0,"Type2 Diabetes; Diabetes Mellitus; Diabetes Mellitus, Type 2; T2D; T2DM (Type 2 Diabetes Mellitus); Glucose Metabolism Disorders; Endocrine System Diseases; Metabolic Disease",COMPLETED,Eli Lilly and Company,RANDOMIZED,2024-07-30,992402.6,1051.99,7268.0,0.75,84.7,1214.3448,buy,2.74,0.52,1.28,VeryLow,Noise,Low,2025-09-19,-1.05,760.5418,752.5869,Low,True,False,2025-09-19,https://investor.lilly.com/news-releases/news-release-details/lillys-mounjaro-gipglp-1-dual-receptor-agonist-reduced-a1c-average,,,,True,medium,"No Eli Lilly clinical press release or data readout for tirzepatide/SURPASS-PEDS (NCT05260021) was found on or near 2024-07-30; the Phase 3 pediatric SURPASS-PEDS results were publicly detailed later, including at EASD 2025 and in The Lancet.",PR fetch: Timeout,DATE_FIXED,,Endocrine System Diseases,terms_raw_fallback,,"Diabetes Mellitus | Diabetes Mellitus, Type 2 | Glucose Metabolism Disorders | Endocrine System Diseases | Metabolic Diseases","Type2 Diabetes | Diabetes Mellitus | Diabetes Mellitus, Type 2 | T2D | T2DM (Type 2 Diabetes Mellitus) | Glucose Metabolism Disorders | Endocrine System Diseases | Metabolic Disease",False,4,True,,,,,,0.52,0.0,0,3.0,1.0,4,5.996687893411713,0.0,0.0,2.74,-416.0,past,0.0,3.0,29,15,0,0.2,23,0.1586,0,0,0,0,0,0,4.605170185988092,1.0,1,0,0,4.0,2.2662229102167184,3.1319230769230773,1.3792682926829267,large,1.1563522012578618,1,1.0
