ticker,event_date,drug_name,nct_id,target_large_move,feat_asset_event_sequence_num,feat_asset_trial_share,feat_cash_runway_proxy,feat_company_event_sequence_num,feat_days_to_primary_completion,feat_pipeline_depth_score,feat_pivotal_proxy_score,feat_time_since_last_asset_event,feat_time_since_last_company_event,feat_active_not_recruiting_flag,feat_blinded_flag,feat_cns_flag,feat_completed_flag,feat_oncology_flag,feat_open_label_flag,feat_primary_completion_imminent_30d,feat_primary_completion_imminent_90d,feat_rare_disease_flag,feat_recent_asset_event_flag,feat_recent_company_event_flag,feat_recent_completion_flag,feat_small_trial_flag,feat_therapeutic_superclass_CNS,feat_therapeutic_superclass_Cardiovascular,feat_therapeutic_superclass_Dermatology,feat_therapeutic_superclass_Endocrine/Metabolic,feat_therapeutic_superclass_GI/Hepatology,feat_therapeutic_superclass_Immunology,feat_therapeutic_superclass_Infectious Disease,feat_therapeutic_superclass_Musculoskeletal,feat_therapeutic_superclass_Oncology,feat_therapeutic_superclass_Respiratory,feat_completion_recency_bucket_far_180_plus,feat_completion_recency_bucket_imminent_0_30,feat_completion_recency_bucket_medium_91_180,feat_completion_recency_bucket_near1_90,feat_completion_recency_bucket_past,feat_completion_recency_bucket_unknown,split
FGEN,2023-08-28,pamrevlumab,NCT03910543,0,1,0.0,2.8429,1,-818.0,0.2773,0.0,249.0,120.5,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ALEC,2023-08-31,Alecensa (alectinib),NCT06765109,0,1,0.0,1.0977,1,2284.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
NRC,2023-09-01,Ipilimumab,NCT03033576,0,3,0.0,0.0135,275,18.0,0.2773,0.0,897.0,11.0,0.0,0,0,1.0,1,0,1.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
TNXP,2023-09-05,TNX-102 SL,NCT02436096,0,3,0.0,1.0644,3,-2560.0,0.2773,0.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
TNXP,2023-09-05,TNX-102 SL,NCT02436096,0,2,0.0,1.0644,2,-2560.0,0.2773,0.0,673.0,673.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
TNXP,2023-09-05,TNX-102 SL,NCT05472090,0,4,0.0,1.0644,4,-55.0,0.2773,0.0,0.0,0.0,0.0,1,1,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ALKS,2023-09-06,ALKS 3831,NCT03201757,0,2,0.0,0.1184,3,0.0,0.2773,0.0,644.0,644.0,0.0,0,1,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
AZN,2023-09-06,MEDI7352,NCT04675034,0,1,0.0,0.0177,71,-21.0,0.2773,0.0,249.0,12.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,train
HRMY,2023-09-08,Open-label pitolisant,NCT05156047,0,1,0.0,0.4717,2,0.0,0.2773,0.0,249.0,303.0,0.0,1,1,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ABBV,2023-09-11,Upadacitinib,NCT04195698,0,10,0.0,0.0128,87,0.0,0.2773,0.0,388.0,21.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
BMY,2023-09-11,BMS-986278,NCT04308681,0,1,0.0,0.084,99,-403.0,0.2773,0.0,249.0,140.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,train
CRNX,2023-09-11,paltusotine,NCT07087054,1,1,0.0,0.244,3,1420.0,0.2773,0.0,249.0,1134.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
RHHBY,2023-09-16,Acalabrutinib,NCT03788291,0,1,0.0,0.0404,109,-120.0,0.2773,0.0,249.0,217.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
GILD,2023-09-18,Sacituzumab Govitecan-hziy,NCT03901339,0,1,0.0,0.052,38,32.0,0.2773,0.0,249.0,417.0,0.0,0,0,1.0,1,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,train
RYTM,2023-09-18,Setmelanotide,NCT04966741,0,6,0.0,0.0628,8,0.0,0.2773,0.0,447.0,447.0,0.0,0,1,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
ESLA,2023-09-20,elacestrant,NCT07242352,0,1,0.0,0.0312,1,3663.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
SLNO,2023-09-26,DCCR,NCT03440814,1,1,0.0,0.1456,1,-1243.0,0.2773,0.0,249.0,120.5,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
IMVT,2023-09-26,IMVT-1402,NCT07039916,1,1,0.0,0.1762,1,1527.0,0.2773,0.0,249.0,120.5,0.0,1,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
NVS,2023-10-02,LNP023,NCT04578834,0,5,0.0,0.0354,132,718.0,0.2773,0.0,343.0,62.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,train
MRK,2023-10-02,Lenvatinib,NCT03884101,0,3,0.0,0.0476,117,0.0,0.2773,0.0,41.0,41.0,0.0,0,0,1.0,1,1,1.0,1.0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
ALXO,2023-10-03,evorpacept,NCT05002127,1,1,0.0,0.2189,1,234.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
PMVP,2023-10-06,PC14586,NCT04585750,0,1,0.0,1.4276,1,1044.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
VNDA,2023-10-09,Imsidolimab high dose,NCT05352893,0,1,0.0,0.5009,9,-53.0,0.2773,0.0,249.0,433.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
BNTC,2023-10-10,BB-301,NCT06185673,0,1,0.0,0.5056,2,2579.0,0.2773,0.0,249.0,1763.0,0.0,0,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
RHHBY,2023-10-11,Faricimab,NCT04432831,0,5,0.0,0.0404,110,1.0,0.2773,0.0,241.0,24.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
ABBV,2023-10-12,Upadacitinib,NCT04927975,0,11,0.0,0.0128,88,-272.0,0.2773,0.0,31.0,31.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
NUVL,2023-10-13,NVL-655,NCT05384626,0,1,0.0,0.1733,1,1510.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
AZN,2023-10-16,Durvalumab + SoC chemotherapy,NCT04385368,0,1,0.0,0.0177,72,-46.0,0.2773,0.0,249.0,40.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
RHHBY,2023-10-19,RG7774,NCT04265261,0,1,0.0,0.0404,111,-92.0,0.2773,0.0,249.0,9.0,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
AZN,2023-10-20,Durvalumab plus chemotherapy,NCT04449861,0,1,0.0,0.0177,73,-204.0,0.2773,0.0,249.0,4.0,0.0,0,0,1.0,1,1,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
KURA,2023-10-21,Tipifarnib,NCT03719690,0,4,0.0,0.7236,4,-172.0,0.2773,0.0,934.0,934.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
SRPT,2023-10-30,Elevidys,NCT05881408,0,1,0.0,0.535,2,1309.0,0.2773,0.0,249.0,964.0,1.0,1,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
SRPT,2023-10-04,delandistrogene moxeparvovec,NCT05096221,0,1,0.0,0.535,3,-26.0,0.2773,0.0,249.0,0.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
TNXP,2023-10-31,TNX-601 ER,NCT05686408,0,1,0.0,1.0644,6,-32.0,0.2773,0.0,249.0,5.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
HURA,2023-10-31,VAL-083,NCT03970447,1,1,0.0,0.0286,1,1675.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
CLLS,2023-11-02,UCART22 and UCART20x22,NCT04150497,0,1,0.0,0.1337,1,971.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
MIRA,2023-11-05,sonelokimab,NCT03384745,0,2,0.0,0.141,2,-1599.0,0.2773,0.0,157.0,157.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
AURA,2023-11-06,belzupacap sarotalocan (bel-sar),NCT06007690,0,1,0.0,0.4329,1,1470.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
VTYX,2023-11-07,VTX958,NCT05655299,1,1,0.0,0.1922,1,-42.0,0.2773,0.0,249.0,120.5,0.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,train
MIRM,2023-11-07,Maralixibat,NCT04524390,0,2,0.0,0.0694,7,0.0,0.2773,0.0,432.0,117.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
ONMD,2023-11-08,Paradise system (Recor Medical),NCT05027685,0,1,0.0,0.0019,1,2610.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
AMGN,2023-11-10,VIB4920,NCT04129164,0,2,0.0,0.0436,36,-435.0,0.2773,0.0,682.0,268.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
NVS,2023-11-11,LOU064 (blinded),NCT05032157,0,1,0.0,0.0354,133,37.0,0.2773,0.0,249.0,40.0,0.0,1,0,1.0,0,0,0.0,1.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,train
NVS,2023-11-12,Inclisiran,NCT04929249,0,2,0.0,0.0354,134,-58.0,0.2773,0.0,695.0,1.0,0.0,0,0,1.0,0,1,0.0,0.0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PVLA,2023-11-13,PTX-022,NCT04893486,0,4,0.0,0.0398,4,-245.0,0.2773,0.0,363.0,363.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
ACRS,2023-11-13,zunsemetinib,NCT05279417,1,2,0.0,0.3084,5,-69.0,0.2773,0.0,252.0,0.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
ACRS,2023-11-13,ATI-450 50 mg oral tablet BID,NCT05279417,1,1,0.0,0.3084,4,-69.0,0.2773,0.0,249.0,252.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
BMY,2023-11-14,nivolumab,NCT04340193,0,5,0.0,0.084,100,28.0,0.2773,0.0,204.0,64.0,0.0,1,0,1.0,1,0,1.0,1.0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
FBIO,2023-11-20,MB-106,NCT05360238,0,1,0.0,0.8124,1,150.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,train
TNXP,2023-11-14,"TNX-102 SL Tablet, 5.6 mg",NCT05273749,0,1,0.0,1.0644,7,-1.0,0.2773,0.0,249.0,15.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PFE,2023-11-20,Anti-Beta Interferon (PF-06823859),NCT05192200,0,1,0.0,0.0953,98,0.0,0.2773,0.0,249.0,98.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,train
CNTB,2023-11-21,rademikibart,NCT06940141,0,1,0.0,0.3968,4,862.0,0.2773,0.0,249.0,636.0,0.0,1,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,train
NVS,2023-11-30,[18F]CTT1057,NCT04838626,0,1,0.0,0.0354,135,-6.0,0.2773,0.0,249.0,18.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
HELP,2023-12-01,CYB003,NCT05385783,0,1,0.0,0.532,1,-46.0,0.2773,0.0,249.0,120.5,0.0,1,1,1.0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
AZN,2023-12-01,Durvalumab,NCT03830866,0,2,0.0,0.0177,74,-680.0,0.2773,0.0,161.0,42.0,0.0,1,0,1.0,1,0,0.0,0.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
ARVN,2023-12-05,vepdegestrant,NCT04072952,0,1,0.0,0.7035,1,283.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
REPL,2023-12-05,RP1,NCT06264180,1,1,0.0,0.426,1,1854.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
IXHL,2023-12-04,IHL-42X,NCT06146101,0,1,0.0,1.3617,1,1091.0,0.2773,0.0,249.0,120.5,1.0,1,1,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
NVS,2023-12-06,Dabrafenib,NCT02684058,0,7,0.0,0.0354,136,-835.0,0.2773,0.0,726.0,6.0,0.0,0,0,1.0,1,1,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
IXHL,2023-12-06,IHL-42X,NCT06146101,0,2,0.0,1.3617,2,1091.0,0.2773,0.0,0.0,0.0,1.0,1,1,0.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
MRK,2023-12-07,Pembrolizumab/Vibostolimab coformulation,NCT04725188,0,1,0.0,0.0476,118,-315.0,0.2773,0.0,249.0,66.0,0.0,0,0,1.0,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
COGT,2023-12-11,bezuclastinib,NCT05186753,1,1,0.0,0.1429,2,528.0,0.2773,0.0,249.0,1309.0,1.0,1,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
BMEA,2023-12-11,BMF-219,NCT05731544,0,2,0.0,0.4809,2,343.0,0.2773,0.0,174.0,174.0,0.0,1,0,1.0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,train
IMMX,2023-12-11,NXC-201,NCT06971380,0,1,0.0,0.0372,1,1617.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
ADCT,2023-12-13,ZYNLONTA,NCT05672251,1,1,0.0,0.4621,2,847.0,0.2773,0.0,249.0,0.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
CCCC,2023-12-12,CFT7455,NCT04756726,1,1,0.0,0.1746,1,750.0,0.2773,0.0,249.0,120.5,1.0,0,0,0.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
ADCT,2023-12-12,ZYNLONTA (loncastuximab tesirine-lpyl),NCT05672251,0,1,0.0,0.4621,1,847.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
STTK,2023-12-14,SL-172154,NCT05275439,1,2,0.0,0.347,2,421.0,0.2773,0.0,0.0,0.0,0.0,0,0,1.0,1,1,0.0,0.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
PFE,2023-12-13,PF-06882961 (Cohorts 1 and 2),NCT04707313,0,1,0.0,0.0953,99,-91.0,0.2773,0.0,249.0,23.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
STTK,2023-12-13,SL-172154,NCT05275439,1,1,0.0,0.347,1,421.0,0.2773,0.0,249.0,120.5,0.0,0,0,1.0,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
VRCA,2023-12-15,TO-208,NCT02641392,1,1,0.0,0.2411,2,-2171.0,0.2773,0.0,249.0,1303.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,train
QURE,2023-12-18,AMT-130,NCT04120493,0,1,0.0,0.713,1,1992.0,0.2773,0.0,249.0,120.5,1.0,1,1,0.0,0,1,0.0,0.0,0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
IVVD,2023-12-18,VYD222,NCT06039449,1,1,0.0,0.1783,1,337.0,0.2773,0.0,249.0,120.5,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,train
TNXP,2023-12-20,TNX-102 SL,NCT04172831,1,5,0.0,1.0644,8,-1147.0,0.2773,0.0,106.0,35.0,0.0,1,1,1.0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
ACRS,2023-12-21,ATI-1777 2.0% w/w,NCT05432596,0,1,0.0,0.3084,6,-56.0,0.2773,0.0,249.0,38.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
CYTK,2023-12-27,"Aficamten (5 mg, 10 mg, 15 mg, and 20 mg)",NCT05186818,1,1,0.0,0.116,4,-47.0,0.2773,0.0,249.0,298.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
CYTK,2023-12-27,aficamten,NCT06081894,1,1,0.0,0.116,5,887.0,0.2773,0.0,249.0,0.0,1.0,1,0,0.0,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
BNTX,2023-12-28,bivalent BNT162b2 (original/Omi BA.4/BA.5),NCT05596734,0,1,0.0,0.5252,10,0.0,0.2773,0.0,249.0,321.0,0.0,0,0,1.0,0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,train
AVXL,2024-01-02,blarcamesine (ANAVEX 2-73),NCT04314934,1,1,0.0,0.3208,7,164.0,0.2773,0.0,249.0,210.0,0.0,1,1,1.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,train
ALVO,2024-01-04,AVT06 (proposed aflibercept biosimilar),NCT05155293,0,1,0.0,0.0344,1,-48.0,0.2773,0.0,249.0,120.5,0.0,0,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
AMLX,2024-03-08,AMX0035 (Relyvrio),NCT05619783,1,1,0.0,0.2065,1,282.0,0.2773,0.0,249.0,120.5,0.0,0,1,1.0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
SGMT,2024-01-09,SGMT,NCT02599298,0,1,0.0,0.6284,1,-1937.0,0.2773,0.0,249.0,120.5,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
MRK,2024-01-10,Pembrolizumab,NCT04676412,0,34,0.0,0.0476,119,-966.0,0.2773,0.0,259.0,34.0,0.0,1,0,1.0,1,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,train
LLY,2024-01-11,Lebrikizumab,NCT05369403,0,6,0.0,0.0073,92,0.0,0.2773,0.0,526.0,136.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,train
KRYS,2024-04,Mebendazole,NCT01837862,0,1,0.0,0.1027,2,75.0,0.2773,0.0,249.0,810.0,0.0,0,0,1.0,1,0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,train
SNY,2024-01-22,teplizumab 1 mg/mL,NCT04270942,0,1,0.0,0.0653,64,0.0,0.2773,0.0,249.0,250.0,0.0,0,0,1.0,0,1,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
MRK,2024-01-23,Pembrolizumab,NCT03221426,0,35,0.0,0.0476,120,24.0,0.2773,0.0,13.0,13.0,0.0,1,0,1.0,1,0,1.0,1.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
CRBP,2024-01-23,CRB-701,NCT06265727,0,1,0.0,0.6915,3,1089.0,0.2773,0.0,249.0,1028.0,0.0,0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
BNTX,2024-01-25,BNT111,NCT04526899,0,1,0.0,0.5252,11,0.0,0.2773,0.0,249.0,28.0,0.0,0,0,1.0,1,1,1.0,1.0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,train
CRBP,2024-01-26,CRB-701,NCT06265727,1,2,0.0,0.6915,4,1086.0,0.2773,0.0,3.0,3.0,0.0,0,0,0.0,1,0,0.0,0.0,0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,train
IKT,2024-01-29,Risvodetinib,NCT05424276,0,1,0.0,0.3109,1,270.0,0.2773,0.0,249.0,120.5,0.0,0,1,1.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,train
SUPN,2024-01-29,SAGE-718,NCT05358821,0,3,0.0,0.0982,7,31.0,0.2773,0.0,675.0,552.0,0.0,1,1,1.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,train
VRTX,2024-01-30,Suzetrigine,NCT05660538,0,1,0.0,0.0524,21,-110.0,0.2773,0.0,249.0,257.0,0.0,1,1,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
PLRX,2024-02-04,PLN-74809,NCT04480840,0,2,0.0,3.0263,3,22.0,0.2773,0.0,587.0,376.0,0.0,1,0,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,train
KALV,2024-02-12,KVD900 600 mg,NCT05259917,0,1,0.0,0.3757,2,-43.0,0.2773,0.0,249.0,1161.0,0.0,1,0,1.0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,train
