ticker,event_date,event_trading_date,nct_id,title,phase,sponsor,conditions,enrollment,interventions,market_cap_m,move_pct,move_2d_pct,price_before,price_after,move_class,event_type,catalyst_type,price_error
AZN,2018-09-25,2018-09-25,NCT02898662,AZD1419 Ph2a Study,PHASE2,AstraZeneca,Asthma,81,AZD1419; Placebo,,2.22,3.25,62.88,64.28,Low,Gainer,Clinical Data,
NRC,2020-12,,NCT02853370,Bendamustine and Rituximab for the Treatment of Splenic Marginal Zone Lymphoma,PHASE2,International Extranodal Lymphoma Study Group (IELSG),Marginal Zone B-cell Lymphoma,78,Bendamustine and Rituximab,303.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
KURA,2020-11-30,2020-11-30,NCT02807272,"Tipifarnib in Subjects With Chronic Myelomonocytic Leukemia, Other MDS/MPN, and Acute Myeloid Leukemia",PHASE2,"Kura Oncology, Inc.","Leukemia, Myelomonocytic, Chronic",44,Tipifarnib,759.7,-0.22,-6.27,36.38,36.3,Low,Loser,Clinical Data,
CPRX,2019-03-15,2019-03-15,NCT03407651,Study of Coagulation Factor VIIa Variant Marzeptacog Alfa (Activated) in Adult Subjects With Hemophilia A and B,PHASE2,Catalyst Biosciences,Hemophilia A With Inhibitor; Hemophilia B With Inhibitor,11,Coagulation Factor VIIa variant,2836.8,-0.33,3.01,2.99,2.98,Low,Loser,Clinical Data,
LLY,2010-02-15,2010-02-16,NCT00709995,A Study for Participants With Metastatic Renal Cell Carcinoma,PHASE2,Eli Lilly and Company,Metastatic Renal Cell Carcinoma,17,Enzastaurin; Sunitinib; Placebo,,0.38,1.3,22.54,22.62,Low,Gainer,Clinical Data,
NVS,2019-10-22,2019-10-22,NCT01331239,Safety and Efficacy of LCI699 in Cushing's Disease Patients,PHASE2,Novartis Pharmaceuticals,Cushings Disease; Cushing Disease,31,LCI699,,0.47,0.08,66.6,66.91,Low,Gainer,Clinical Data,
NRC,2017-03-08,2017-03-08,NCT01888939,Effects of Interrupting Sedentary Behavior on Metabolic and Cognitive Outcomes in Children,PHASE1/PHASE2,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Healthy Volunteer,89,Walking on a Treadmill; Sedendary Activities Only,303.8,-5.9,-8.58,15.53,14.62,Medium,Loser,Clinical Data,
NVS,2019-08-26,2019-08-26,NCT03560739,A 12 Week Randomized Open Label Parallel Group Multicenter Study to Evaluate Bioequivalence of 20 mg Subcutaneous Ofatumumab Injected by Pre-filled Syringe or Autoinjector in Adult RMS Patients,PHASE2,Novartis Pharmaceuticals,Multiple Sclerosis,284,ofatumumab with PRF; ofatumumab with AI,,0.09,1.05,68.04,68.11,Low,Gainer,Clinical Data,
NRC,2019-06-30,2019-07-01,NCT01595529,"The SCOUT Study: ""Short Course Therapy for Urinary Tract Infections in Children""",PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Urinary Tract Infection,717,Cefixime; Cephalexin; Placebo,303.8,-3.18,-3.49,50.56,48.96,Low,Loser,Clinical Data,
VIR,2020-09-03,2020-09-03,NCT03672188,Study of VIR-2218 in Healthy Subjects and Patients With Chronic Hepatitis B,PHASE1/PHASE2,"Vir Biotechnology, Inc.",Chronic Hepatitis B,82,VIR-2218; Placebo,1264.6,-7.04,-14.41,33.38,31.03,Medium,Loser,Clinical Data,
BMY,2017-05-17,2017-05-17,NCT02038946,Study of Nivolumab in Subjects With Relapsed or Refractory Follicular Lymphoma (FL) (CheckMate 140),PHASE2,Bristol-Myers Squibb,Lymphoma,116,Nivolumab,,0.04,-1.12,39.89,39.9,Low,Gainer,Clinical Data,
ENTA,2019-12-19,2019-12-19,NCT03394924,"A Study to Assess the Safety, Tolerability, Pharmacokinetics and Efficacy of EDP-305 in Subjects With Primary Biliary Cholangitis",PHASE2,"Enanta Pharmaceuticals, Inc",Primary Biliary Cholangitis,68,EDP-305 1 mg; EDP-305 2.5 mg; Placebo,415.0,-0.23,-0.16,64.04,63.89,Low,Loser,Clinical Data,
CORT,2022-07-29,2022-07-29,NCT04524403,"A Study Evaluating the Safety, Efficacy, and Pharmacokinetics of Miricorilant in Obese Adult Patients With Schizophrenia While Taking Antipsychotic Medications (GRATITUDE II)",PHASE2,Corcept Therapeutics,Antipsychotic-induced Weight Gain (AIWG),150,Miricorlilant; Miricorlilant; Placebo,3797.6,-1.58,-6.15,29.12,28.66,Low,Loser,Clinical Data,
MRK,2019-01-14,2019-01-14,NCT01178411,An Extension Protocol for Subjects Who Were Previously Enrolled in Other Tivantinib (ARQ 197) Protocols,PHASE1/PHASE2,"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",Advanced Solid Tumors,60,Tivantinib; Anti-Cancer Combination Therapy,,-2.04,-0.53,57.11,55.95,Low,Loser,Clinical Data,
IONS,2020-02-20,2020-02-20,NCT03728634,"Evaluate the Safety and Tolerability, as Well as the Pharmacokinetic and Pharmacodynamic Profiles of Single and Multiple Doses of Eplontersen Administered Subcutaneously to Healthy Volunteers and Patients With Hereditary Transthyretin-Mediated Amyloidosis (hATTR ).",PHASE1/PHASE2,"Ionis Pharmaceuticals, Inc.",Healthy Volunteers; hATTR Amyloidosis,47,ION-682884; Placebo; Vitamin A,,-0.71,-2.01,61.73,61.29,Low,Loser,Clinical Data,
NRC,2014-12-31,2014-12-31,NCT00720109,Dasatinib and Combination Chemotherapy in Treating Young Patients With Newly Diagnosed Acute Lymphoblastic Leukemia,PHASE2/PHASE3,National Cancer Institute (NCI),Acute Lymphoblastic Leukemia; Adult B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1; Childhood B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1,63,Asparaginase; Cyclophosphamide; Cytarabine,303.8,0.21,-0.79,10.92,10.95,Low,Gainer,Clinical Data,
MNOV,2019-12-31,2019-12-31,NCT02714036,A Biomarker Study to Evaluate MN-166 in Subjects With Amyotrophic Literal Sclerosis (ALS),PHASE1/PHASE2,MediciNova,Amyotrophic Lateral Sclerosis,35,ibudilast; Ibudilast,71.3,2.12,1.21,6.6,6.74,Low,Gainer,Clinical Data,
AZN,2021-11-22,2021-11-22,NCT04568031,Study of AZD1222 for the Prevention of COVID-19 in Japan,PHASE1/PHASE2,AstraZeneca,COVID-19,256,AZD1222; 0.9% (w/v) saline,,-0.19,0.12,102.82,102.62,Low,Loser,Clinical Data,
NRC,2018-12-31,2018-12-31,NCT02116777,Talazoparib and Temozolomide in Treating Younger Patients With Refractory or Recurrent Malignancies,PHASE1/PHASE2,National Cancer Institute (NCI),Adult Solid Neoplasm; Childhood Solid Neoplasm; Recurrent Childhood Central Nervous System Neoplasm; Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor; Recurrent Malignant Solid Neoplasm; Refractory Central Nervous System Neoplasm,40,Laboratory Biomarker Analysis; Pharmacological Study; Talazoparib,303.8,-1.37,-0.96,33.67,33.21,Low,Loser,Clinical Data,
IFRX,2021-04-14,,NCT03895801,Study of IFX-1 to Replace Steroids in Patients With Granulomatosis With Polyangiitis and Microscopic Polyangiitis.,PHASE2,InflaRx GmbH,Granulomatosis With Polyangiitis (GPA); Microscopic Polyangiitis (MPA),57,IFX-1; Placebo-IFX-1; Glucocorticoid (GC),62.3,,,,,Unknown,Loser,Clinical Data,Insufficient price data
LLY,2010-12-28,2010-12-28,NCT00451555,Enzastaurin Plus Fulvestrant vs. Placebo Plus Fulvestrant in Breast Cancer,PHASE2,Eli Lilly and Company,Breast Cancer,156,enzastaurin; placebo; fulvestrant,,-0.06,0.23,24.25,24.24,Low,Loser,Clinical Data,
NVS,2021-08-10,2021-08-10,NCT03200717,"Study of Efficacy, Safety, and Quality of Life of Pazopanib in Patients With Advanced and/or Metastatic Renal Cell Carcinoma After Prior Checkpoint Inhibitor Treatment",PHASE2,Novartis Pharmaceuticals,Advanced Renal Cell Carcinoma; Metastatic Renal Cell Carcinoma,62,Pazopanib,,0.5,0.74,76.14,76.52,Low,Gainer,Clinical Data,
MOLN,2018-02-20,,NCT02194426,"First-in-human Study to Investigate the Safety, Tolerability and Blood Levels of the Test Drug MP0250 in Cancer Patients",PHASE1/PHASE2,Molecular Partners AG,Neoplasms,58,MP0250,187.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
MGTX,2018-06,,NCT02658448,GTx-024 as a Treatment for Stress Urinary Incontinence in Women,PHASE2,GTx,Stress Urinary Incontinence,19,GTx-024,608.5,,,,,Unknown,Loser,Clinical Data,Insufficient price data
RARE,2021-12-16,2021-12-16,NCT02991144,Safety and Dose-Finding Study of DTX301 (scAAV8OTC) in Adults With Late-Onset Ornithine Transcarbamylase (OTC) Deficiency,PHASE1/PHASE2,Ultragenyx Pharmaceutical Inc,Ornithine Transcarbamylase (OTC) Deficiency,16,scAAV8OTC; Reactive Corticosteroid Taper Regimen; Prophylactic Corticosteroid Taper Regimen,2260.2,-3.84,2.17,83.05,79.86,Low,Loser,Clinical Data,
RHHBY,2022-05-23,2022-05-23,NCT04660799,"A Study on Pharmacokinetics (PK), Efficacy and Safety of Subcutaneous (SC) Versus Intravenous (IV) Rituximab, in Combination With CHOP (Cyclophosphamide, Doxorubicin, Vincristine, Prednisone) in Previously Untreated Participants With CD20 Positive Diffuse Large B-Cell Lymphoma (DLBCL)",PHASE2,Hoffmann-La Roche,"Lymphoma, Large B-Cell, Diffuse",50,Rituximab IV; Rituximab SC; Rituximab IV,,1.82,5.16,35.67,36.32,Low,Gainer,Clinical Data,
PACB,2022-09-20,2022-09-20,NCT05113784,the Safety and Efficacy of Meplazumab in Patients With COVID-19,PHASE2/PHASE3,Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd,Covid19,150,Meplazumab for Injection; Sterile normal saline (0.9%),507.2,-4.27,-6.08,6.09,5.83,Low,Loser,Clinical Data,
NVS,2020-04-07,2020-04-07,NCT03896152,"Efficacy, Safety, Pharmacokinetics and Pharmacodynamics Study, Assessing Multiple LNP023 Doses in Adult Patients With Paroxysmal Nocturnal Hemoglobinuria",PHASE2,Novartis Pharmaceuticals,Paroxysmal Nocturnal Hemoglobinuria,13,LNP023,,-2.03,-0.13,68.35,66.96,Low,Loser,Clinical Data,
NVS,2020-05-13,2020-05-13,NCT03338998,"Efficacy, Safety and Tolerability of BAF312 Compared to Placebo in Patients With Intracerebral Hemorrhage (ICH).",PHASE2,Novartis Pharmaceuticals,Hemorrhagic Stroke; Intracerebral Hemorrhage (ICH),32,BAF312 solution; Matching Placebo for BAF312 solution; BAF312 tablet,,0.06,-1.32,67.89,67.93,Low,Gainer,Clinical Data,
ABVX,2021-04-27,,NCT03813199,Study of Two Doses of ABX464 in Participants With Moderate to Severe Rheumatoid Arthritis,PHASE2,Abivax S.A.,Rheumatoid Arthritis,60,ABX464 50mg; Matching Placebo; ABX464 100mg,9589.9,,,,,Unknown,Loser,Clinical Data,Insufficient price data
ABBV,2020-11-19,2020-11-19,NCT02486406,A Study to Evaluate Treatment of Hepatitis C Virus Infection in Pediatric Subjects,PHASE2/PHASE3,AbbVie,Chronic Hepatitis C Infection,64,Ombitasvir/paritaprevir/ritonavir; Dasabuvir; Ribavirin,,0.96,2.15,80.59,81.36,Low,Gainer,Clinical Data,
RHHBY,2022-07-31,2022-08-01,NCT03685149,Pilot Randomized Trial With Flecainide in ARVC Patients,PHASE2,University of Rochester,Arrhythmogenic Right Ventricular Cardiomyopathy,22,Flecainide Pill; Placebo,,-0.41,-0.46,35.98,35.84,Low,Loser,Clinical Data,
NRC,2002-06-30,,NCT00006505,Solitary Islet Transplantation for Type 1 Diabetes Mellitus Using Steroid Sparing Immunosuppression,PHASE2,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Diabetes Mellitus Type 1,6,Islet Transplantation,303.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NRC,2017-06-30,2017-06-30,NCT02487979,Glembatumumab Vedotin in Treating Patients With Recurrent or Refractory Osteosarcoma,PHASE2,National Cancer Institute (NCI),Recurrent Osteosarcoma,22,Glembatumumab Vedotin; Laboratory Biomarker Analysis; Pharmacological Study,303.8,-0.19,0.56,22.64,22.6,Low,Loser,Clinical Data,
NRC,2020-12-07,2020-12-07,NCT01664182,"Trebananib With or Without Bevacizumab, Pazopanib Hydrochloride, Sorafenib Tosylate, or Sunitinib Malate in Treating Patients With Advanced Kidney Cancer",PHASE2,National Cancer Institute (NCI),Advanced Renal Cell Carcinoma; Advanced Sarcomatoid Renal Cell Carcinoma; Stage III Renal Cell Cancer AJCC v7; Stage IV Renal Cell Cancer AJCC v7,41,Bevacizumab; Pazopanib Hydrochloride; Sorafenib Tosylate,303.8,-2.34,-5.4,44.4,43.36,Low,Loser,Clinical Data,
GILD,2020-02-10,2020-02-10,NCT02953782,Study of Magrolimab (Hu5F9-G4) in Combination With Cetuximab in Participants With Solid Tumors and Advanced Colorectal Cancer,PHASE1/PHASE2,Gilead Sciences,Solid Tumor; Colorectal Cancer,78,Magrolimab; Cetuximab,,0.17,-1.61,54.31,54.41,Low,Gainer,Clinical Data,
AURA,2021-01-26,,NCT03052127,Study in Subjects With Small Primary Choroidal Melanoma,PHASE1/PHASE2,Aura Biosciences,Uveal Melanoma; Ocular Melanoma; Choroidal Melanoma,57,Light-activated AU-011; Laser Activation,374.0,,,,,Unknown,Loser,Clinical Data,Insufficient price data
ABBV,2021-02-02,2021-02-02,NCT03926169,A Global Study Comparing Risankizumab to Placebo in Adult Participants With Moderate to Severe Hidradenitis Suppurativa,PHASE2,AbbVie,Hidradenitis Suppurativa,243,Risankizumab; Placebo for risankizumab,,1.14,4.55,84.49,85.45,Low,Gainer,Clinical Data,
NRC,2019-09-03,2019-09-03,NCT00702481,Study of Nimotuzumab and Cisplatin/Radiotherapy for Locally Advanced Head and Neck Squamous Cell Cancer,PHASE2,"National Cancer Centre, Singapore",Head and Neck Cancer,32,Nimotuzumab; Cisplatin; Radiation,303.8,0.03,1.22,56.22,56.24,Low,Gainer,Clinical Data,
NRC,2020-02-01,2020-02-03,NCT01208051,Cediranib Maleate With or Without Lenalidomide for the Treatment of Thyroid Cancer,PHASE1/PHASE2,National Cancer Institute (NCI),Refractory Differentiated Thyroid Gland Carcinoma; Refractory Thyroid Gland Follicular Carcinoma; Refractory Thyroid Gland Hurthle Cell Carcinoma; Refractory Thyroid Gland Papillary Carcinoma; Unresectable Thyroid Gland Carcinoma,127,Cediranib; Cediranib Maleate; Laboratory Biomarker Analysis,303.8,2.75,1.55,59.79,61.44,Low,Gainer,Clinical Data,
SNY,2018-11-20,2018-11-20,NCT02489344,"Evaluation of the Long-term Safety, Pharmacodynamics, and Exploratory Efficacy of GZ/SAR402671 in Treatment-Naïve Adult Male Patients With Fabry Disease",PHASE2,"Genzyme, a Sanofi Company",Fabry Disease,8,GZ/SAR402671,,-0.6,-0.38,34.14,33.94,Low,Loser,Clinical Data,
MRK,2021-07-23,2021-07-23,NCT02335411,A Study of Pembrolizumab (MK-3475) in Participants With Recurrent or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma (MK-3475-059/KEYNOTE-059),PHASE2,Merck Sharp & Dohme LLC,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,318,pembrolizumab; cisplatin; 5-FU,,1.32,0.93,65.95,66.82,Low,Gainer,Clinical Data,
BCRX,2020-11-11,2020-11-11,NCT04330534,First-in-Human Study of BCX9930 in Healthy Volunteers and Patients With PNH,PHASE1/PHASE2,BioCryst Pharmaceuticals,Paroxysmal Nocturnal Hemoglobinuria,168,BCX9930; Placebo,2190.7,4.41,4.17,4.08,4.26,Low,Gainer,Clinical Data,
BIIB,2019-08-28,2019-08-28,NCT02847598,Study to Evaluate BIIB059 (Litifilimab) in Cutaneous Lupus Erythematosus (CLE) With or Without Systemic Lupus Erythematosus (SLE),PHASE2,Biogen,Systemic Lupus Erythematosus; Active Cutaneous Lupus Erythematosus,264,BIIB059 (litifilimab); Placebo,,0.13,-0.29,220.79,221.07,Low,Gainer,Clinical Data,
NRC,2015-06-01,2015-06-01,NCT01199263,"Paclitaxel With or Without Viral Therapy in Treating Patients With Recurrent or Persistent Ovarian Epithelial, Fallopian Tube, or Primary Peritoneal Cancer",PHASE2,National Cancer Institute (NCI),Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma,108,Laboratory Biomarker Analysis; Paclitaxel; Pelareorep,303.8,-2.36,-2.0,10.98,10.73,Low,Loser,Clinical Data,
AGEN,2022-06-15,2022-06-15,NCT03104699,A Study of AGEN2034 in Advanced Tumors and Cervical Cancer,PHASE1/PHASE2,Agenus Inc.,Advanced Cancer; Cervical Cancer,211,AGEN2034,120.4,6.92,7.69,25.52,27.28,Medium,Gainer,Clinical Data,
NRC,2020-07-10,2020-07-10,NCT04380519,Study of the Efficacy and Safety of a Single Administration of Olokizumab and RPH-104 With Standard Therapy in Patients With Severe Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection (COVID-19),PHASE2/PHASE3,"R-Pharm International, LLC",COVID-19,372,RPH-104 80 mg; Olokizumab 64 mg; Placebo,303.8,3.62,3.44,48.34,50.09,Low,Gainer,Clinical Data,
REGN,2021-07-08,2021-07-08,NCT03346434,"Safety, Pharmacokinetics and Efficacy of Dupilumab in Patients ≥6 Months to <6 Years With Moderate-to-Severe Atopic Dermatitis (Liberty AD PRESCHOOL)",PHASE2/PHASE3,Regeneron Pharmaceuticals,"Dermatitis, Atopic",202,Dupilumab; Matching placebo,,-1.87,-0.94,581.97,571.06,Low,Loser,Clinical Data,
MRK,2022-03-09,2022-03-09,NCT03496207,A Study of Sotatercept for the Treatment of Pulmonary Arterial Hypertension (PAH),PHASE2,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Pulmonary Arterial Hypertension,106,Placebo; Sotatercept; SOC,,1.09,1.22,67.54,68.28,Low,Gainer,Clinical Data,
MRK,2020-06-18,2020-06-18,NCT02268409,Extension Study to Evaluate the Safety and Efficacy of Luspatercept in Participants With β-Thalassemia Previously Enrolled in A536-04 (A536-06/MK-6143-004),PHASE2,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",β-Thalassemia,51,luspatercept,,-0.09,2.11,60.73,60.67,Low,Loser,Clinical Data,
NRC,2022-05-17,2022-05-17,NCT01495598,Pomalidomide for Kaposi Sarcoma in People With or Without HIV,PHASE1/PHASE2,National Cancer Institute (NCI),"Kaposi Sarcoma; Sarcoma, Kaposi",28,Pomalidomide,303.8,0.72,-2.32,30.01,30.22,Low,Gainer,Clinical Data,
NRC,2022-04-20,2022-04-20,NCT04761822,COVID19 SARS Vaccinations: Systemic Allergic Reactions to SARS-CoV-2 Vaccinations,PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),SARS-CoV Infection; COVID-19; Allergic Reaction; Mast Cell Disorder,746,Moderna COVID-19 Vaccine; Pfizer-BioNTech COVID-19 Vaccine; Placebo,303.8,0.08,-3.53,35.84,35.87,Low,Gainer,Clinical Data,
SGMT,2021-10-02,,NCT03938246,Study of TVB-2640 in Subjects With Non-Alcoholic Steatohepatitis (NASH),PHASE2,Sagimet Biosciences Inc.,MASLD/MASH (Metabolic Dysfunction-Associated Steatotic Liver Disease / Metabolic Dysfunction-Associated Steatohepatitis),142,TVB-2640 25 mg (US); TVB-2640 50 mg (US); Placebo (US),185.7,,,,,Unknown,Loser,Clinical Data,Insufficient price data
LLY,2018-11-08,2018-11-08,NCT02308020,"A Study of Abemaciclib (LY2835219) in Participants With Breast Cancer, Non-small Cell Lung Cancer, or Melanoma That Has Spread to the Brain",PHASE2,Eli Lilly and Company,Breast Cancer; Non-small Cell Lung Cancer; Melanoma; Brain Metastases,162,Abemaciclib,,0.35,2.27,99.16,99.5,Low,Gainer,Clinical Data,
NRC,2019-02-22,2019-02-22,NCT06446570,Phase II Study of Durvalumab(MEDI4736) + Tremelimumab in Pulmonary Sarcomatoid Carcinoma,PHASE2,Seoul National University Hospital,HNSCC; Head and Neck Neoplasms,18,"Durvalumab,Tremelimumab",303.8,0.1,-2.05,34.45,34.49,Low,Gainer,Clinical Data,
GILD,2020-07-20,2020-07-20,NCT03046056,Study to Evaluate the Efficacy and Safety of Filgotinib in the Treatment of Small Bowel Crohn's Disease (SBCD),PHASE2,Gilead Sciences,Small Bowel Crohn's Disease,78,Filgotinib; Placebo to match filgotinib,,0.74,-0.94,62.25,62.7,Low,Gainer,Clinical Data,
NRC,2017-01-01,2017-01-03,NCT01377753,MR Image Guided Therapy in Prostate Cancer,PHASE2,National Cancer Institute (NCI),Prostate Cancer; Prostatic Neoplasms,15,Visualase Thermal Therapy System,303.8,-1.05,1.05,15.82,15.66,Low,Loser,Clinical Data,
NVS,2019-11-05,2019-11-05,NCT01956669,Pazopanib Paediatric Phase II Trial Children's Oncology Group (COG) in Solid Tumors,PHASE2,Novartis Pharmaceuticals,Solid Tumours,57,Pazopanib,,-1.18,-0.53,67.65,66.85,Low,Loser,Clinical Data,
NRC,2021-07-30,2021-07-30,NCT03917654,"Pfs230D1M-EPA/AS01 Vaccine, a Transmission Blocking Vaccine Against Plasmodium Falciparum, in an Age De-Escalation Trial of Children and a Family Compound Trial in Mali",PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),Malaria,1301,Pfs230D1M-EPA/AS01; HAVRIX; TYPHIM Vi (Salmonella typhi vaccine),303.8,0.44,1.64,46.91,47.11,Low,Gainer,Clinical Data,
NVS,2020-03-23,2020-03-23,NCT03756129,Proof of Concept Study Evaluating the Efficacy and Safety of MIJ821 in Patients With Treatment-resistant Depression,PHASE2,Novartis Pharmaceuticals,"Depressive Disorder, Treatment-Resistant",70,MIJ821; Placebo; Ketamine,,-2.42,1.57,57.74,56.34,Low,Loser,Clinical Data,
BHC,2021-01-31,2021-02-01,NCT04149899,Safety and IOP-Lowering Effects of WB007,PHASE1/PHASE2,Bausch & Lomb Incorporated,"Glaucoma, Primary Open Angle; Ocular Hypertension",77,WB007 0.05%; WB007 0.15%; WB007 0.4%,2201.5,1.29,5.84,25.5,25.83,Low,Gainer,Clinical Data,
NRC,2018-01-23,2018-01-23,NCT02095145,Pomegranate-Extract Pill in Preventing Tumor Growth in Patients With Localized Prostate Cancer Undergoing Active Surveillance,PHASE2,National Cancer Institute (NCI),PSA Level Less Than or Equal to Fifteen; PSA Level Less Than Ten; Stage I Prostate Cancer AJCC v7; Stage II Prostate Cancer AJCC v7; Stage IIA Prostate Cancer AJCC v7; Stage IIB Prostate Cancer AJCC v7,38,Laboratory Biomarker Analysis; Pharmacological Study; Placebo,303.8,1.47,0.93,31.67,32.14,Low,Gainer,Clinical Data,
RHHBY,2015-05-31,2015-06-01,NCT00643565,A Study of Avastin (Bevacizumab) in Combination With Standard Chemotherapy in Children and Adolescents With Sarcoma.,PHASE2,Hoffmann-La Roche,Sarcoma,154,Standard chemotherapy; bevacizumab [Avastin],,-3.8,-4.21,26.74,25.72,Low,Loser,Clinical Data,
NVS,2019-04-29,2019-04-29,NCT00946647,"A Phase Ib/IIb, Open-label, Multi-center, Study of Oral Panobinostat Administered With 5-Azacitidine (in Adult Patients With Myelodysplastic Syndromes (MDS), Chronic Myelomonocytic Leukemia (CMML), or Acute Myeloid Leukemia (AML).",PHASE1/PHASE2,Novartis Pharmaceuticals,Myelodysplastic Syndromes; Chronic Myelomonocytic Leukemia; Acute Myeloid Leukemia,113,Panobinostat (LBH589); 5-Azacytidine,,-0.2,1.16,62.54,62.42,Low,Loser,Clinical Data,
SRPT,2017-04-21,2017-04-21,NCT02286947,Safety Study of Eteplirsen to Treat Advanced Stage Duchenne Muscular Dystrophy,PHASE2,"Sarepta Therapeutics, Inc.","Muscular Dystrophy, Duchenne",24,Eteplirsen,1756.2,0.22,4.55,32.54,32.61,Low,Gainer,Clinical Data,
NRC,2018-08-07,2018-08-07,NCT02404311,A Safety and Immune Response Study of 2 Experimental HIV Vaccines,PHASE1/PHASE2,National Institute of Allergy and Infectious Diseases (NIAID),HIV Infection,252,ALVAC-HIV; Bivalent Subtype C gp120/MF59®; ALVAC-HIV (vCP2438) Placebo,303.8,0.0,-0.26,32.35,32.35,Low,Loser,Clinical Data,
NRC,2022-03-01,2022-03-01,NCT04436133,Immunogenicity AND Safety Study of the 11 Valent Recombinant Human Papillomavirus Vaccine (Hansenulapolymorpha),PHASE2,"National Vaccine and Serum Institute, China",HPV Infection; HPV-Related Cervical Carcinoma,480,Biological/Vaccine: 11-valent recombinant human papilloma virus vaccine (Hansenula polymorpha); 9-valent HPV vaccine（Gardasil 9）,303.8,-1.86,-1.51,35.71,35.04,Low,Loser,Clinical Data,
NRC,2011-12-31,,NCT00089609,"Docetaxel, Thalidomide, Prednisone, and Bevacizumab to Treat Metastatic Prostate Cancer",PHASE2,National Cancer Institute (NCI),Prostatic Neoplasms,73,Docetaxel; Thalidomide; Prednisone,303.8,,,,,Unknown,Loser,Clinical Data,Insufficient price data
NVS,2022-09-06,2022-09-06,NCT03275064,"Study of Safety, Tolerability, Preliminary Efficacy of Intra-articular LNA043 Injections in Patients With Articular Cartilage Lesions and Knee Osteoarthritis.",PHASE2,Novartis Pharmaceuticals,Osteoarthritis,142,LNA043; Placebo,,0.09,1.56,68.86,68.92,Low,Gainer,Clinical Data,
NRC,2020-12-31,2020-12-31,NCT04184232,Treatment of Recurrent Bladder Cancer With Dendritic Cells,PHASE2,Institute of Biophysics and Cell Engineering of National Academy of Sciences of Belarus,Bladder Cancer,17,Dendritic cells; Standard treatment according to the Clinical protocols,303.8,-0.9,-0.51,38.31,37.96,Low,Loser,Clinical Data,
GLUE,2017-10,,NCT02328547,Fecal Microbiota Transplantation for the Treatment of Diarrhea-Predominant Irritable Bowel Syndrome,PHASE2,Montefiore Medical Center,Irritable Bowel Syndrome,48,Fecal microbiota transplantation capsules; Placebo capsules,1353.3,,,,,Unknown,Loser,Clinical Data,Insufficient price data
MRK,2018-10-22,2018-10-22,NCT01749514,Study of Luspatercept for the Treatment of Anemia in Patients With Myelodysplastic Syndrome (MDS) (MK-6143-001),PHASE2,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Anemia,116,Luspatercept,,0.3,-0.35,54.78,54.95,Low,Gainer,Clinical Data,
NRC,2020-11-10,2020-11-10,NCT03206047,"Atezolizumab, Guadecitabine, and CDX-1401 Vaccine in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",PHASE1/PHASE2,National Cancer Institute (NCI),Platinum-Resistant Fallopian Tube Carcinoma; Platinum-Resistant Ovarian Carcinoma; Platinum-Resistant Primary Peritoneal Carcinoma; Recurrent Fallopian Tube Carcinoma; Recurrent Ovarian Carcinoma; Recurrent Primary Peritoneal Carcinoma,12,Atezolizumab; DEC-205/NY-ESO-1 Fusion Protein CDX-1401; Guadecitabine,303.8,4.39,4.89,49.93,52.13,Low,Gainer,Clinical Data,
NRC,2019-03-21,2019-03-21,NCT01287026,Real-time MRI Right Heart Catheterization Using Passive Catheters,PHASE1/PHASE2,"National Heart, Lung, and Blood Institute (NHLBI)",Caridovascular Disease; Congenital Heart Disease; Pulmonary Hypertension,150,Cardiac Real-time MRI RHC (Right Heart Catheterization),303.8,0.1,-3.16,34.44,34.48,Low,Gainer,Clinical Data,
TRVI,2022-05-27,2022-05-27,NCT04030026,A Study of Nalbuphine (Extended Release) ER in Idiopathic Pulmonary Fibrosis (IPF) for Treatment of Cough,PHASE2,Trevi Therapeutics,Idiopathic Pulmonary Fibrosis,42,NAL ER; Placebo,1528.5,4.82,6.14,2.28,2.39,Low,Gainer,Clinical Data,
